Well	Strain	Hour	OD600_fit
G10	s247s	1	0.00727027910725809
G10	s247s	2	0.0126791006713378
G10	s247s	3	0.0220077203710905
G10	s247s	4	0.0378919812258367
G10	s247s	5	0.0643576515128176
G10	s247s	6	0.106897166909358
G10	s247s	7	0.171475107911225
G10	s247s	8	0.261474033122629
G10	s247s	9	0.373021920882158
G10	s247s	10	0.492806157526332
G10	s247s	11	0.603160356684849
G10	s247s	12	0.691369525332881
G10	s247s	13	0.754213871778908
G10	s247s	14	0.795408137899999
G10	s247s	15	0.820955898670283
G10	s247s	16	0.836259535550681
G10	s247s	17	0.845236799202177
G10	s247s	18	0.850438393960353
G10	s247s	19	0.853430776948082
G10	s247s	20	0.855145148348768
G11	s247s	1	0.00630663084407676
G11	s247s	2	0.0113191158269802
G11	s247s	3	0.0202216641591265
G11	s247s	4	0.0358321536098854
G11	s247s	5	0.062600247810368
G11	s247s	6	0.106789190085771
G11	s247s	7	0.175352373874914
G11	s247s	8	0.272132390687157
G11	s247s	9	0.391960266497091
G11	s247s	10	0.518400314785704
G11	s247s	11	0.631182128713412
G11	s247s	12	0.71766664335946
G11	s247s	13	0.776609052112094
G11	s247s	14	0.813623419613556
G11	s247s	15	0.835685816255177
G11	s247s	16	0.848429255577646
G11	s247s	17	0.855656703216815
G11	s247s	18	0.85971332716793
G11	s247s	19	0.86197694243848
G11	s247s	20	0.863235926509569
G12	s247s	1	0.00819941321866717
G12	s247s	2	0.0138062548742037
G12	s247s	3	0.0231428482053305
G12	s247s	4	0.0385058092903974
G12	s247s	5	0.0632951217682323
G12	s247s	6	0.102058774476868
G12	s247s	7	0.159796117831855
G12	s247s	8	0.239849970040696
G12	s247s	9	0.340485306982516
G12	s247s	10	0.45249675930223
G12	s247s	11	0.561472136298985
G12	s247s	12	0.654461463288989
G12	s247s	13	0.725334193927368
G12	s247s	14	0.774838429374081
G12	s247s	15	0.807347209495394
G12	s247s	16	0.827838594308321
G12	s247s	17	0.840423361777607
G12	s247s	18	0.848029188818178
G12	s247s	19	0.852581377870577
G12	s247s	20	0.855290066195003
H1	s272	1	0.00753178908329918
H1	s272	2	0.0134619297952911
H1	s272	3	0.023935095930974
H1	s272	4	0.0421660622363536
H1	s272	5	0.0731163869855483
H1	s272	6	0.123491337147904
H1	s272	7	0.200112887966212
H1	s272	8	0.305431172153218
H1	s272	9	0.431696131773117
H1	s272	10	0.560458485082974
H1	s272	11	0.671821388735181
H1	s272	12	0.755217351900301
H1	s272	13	0.811178083332512
H1	s272	14	0.846017154110844
H1	s272	15	0.86670413898543
H1	s272	16	0.878644213933438
H1	s272	17	0.885423173414147
H1	s272	18	0.88923596419658
H1	s272	19	0.891369135115333
H1	s272	20	0.892559065549411
H2	s272	1	0.00882953396981097
H2	s272	2	0.0155715199559871
H2	s272	3	0.0273065766863675
H2	s272	4	0.0474198081283619
H2	s272	5	0.0809979279071561
H2	s272	6	0.134667318917229
H2	s272	7	0.214754469312842
H2	s272	8	0.322798211899136
H2	s272	9	0.450304485518531
H2	s272	10	0.579031804440523
H2	s272	11	0.690055702709797
H2	s272	12	0.77353136067546
H2	s272	13	0.830043873964227
H2	s272	14	0.86563736301362
H2	s272	15	0.887045722612579
H2	s272	16	0.899567004330947
H2	s272	17	0.906770913587433
H2	s272	18	0.910876375491432
H2	s272	19	0.913203393983311
H2	s272	20	0.914518318058261
H3	s272	1	0.00776948217277393
H3	s272	2	0.0136037966717394
H3	s272	3	0.0237039848990785
H3	s272	4	0.0409599392422666
H3	s272	5	0.0697872410105769
H3	s272	6	0.116186439361001
H3	s272	7	0.186574000045891
H3	s272	8	0.284306018956293
H3	s272	9	0.404551950479345
H3	s272	10	0.532298788282116
H3	s272	11	0.648495282262304
H3	s272	12	0.740177177084661
H3	s272	13	0.804733564482314
H3	s272	14	0.846633090708603
H3	s272	15	0.872407378330977
H3	s272	16	0.887742556110896
H3	s272	17	0.896686320994138
H3	s272	18	0.901841859894908
H3	s272	19	0.904793704136129
H3	s272	20	0.906477270773306
H4	s272	1	0.00892664374984417
H4	s272	2	0.0154602222269514
H4	s272	3	0.0266335385229039
H4	s272	4	0.0454686899301071
H4	s272	5	0.0764629902478029
H4	s272	6	0.125496192847101
H4	s272	7	0.198432056254368
H4	s272	8	0.297552930205834
H4	s272	9	0.416924544255743
H4	s272	10	0.541422957068566
H4	s272	11	0.653228020216706
H4	s272	12	0.740926083436059
H4	s272	13	0.802694396645517
H4	s272	14	0.842974990185115
H4	s272	15	0.867939639335802
H4	s272	16	0.882927025621843
H4	s272	17	0.89175317668676
H4	s272	18	0.896892158570051
H4	s272	19	0.899864507960622
H4	s272	20	0.901577095637465
H5	s247	1	3.26717627196042e-07
H5	s247	2	7.76340670989003e-07
H5	s247	3	1.84472521370354e-06
H5	s247	4	4.38338900463454e-06
H5	s247	5	1.04156393177049e-05
H5	s247	6	2.47489124983609e-05
H5	s247	7	5.88047884383131e-05
H5	s247	8	0.000139713030558452
H5	s247	9	0.000331882450274921
H5	s247	10	0.000788041691170104
H5	s247	11	0.00186930977389854
H5	s247	12	0.00442373521072512
H5	s247	13	0.0104108654169408
H5	s247	14	0.0241873039592479
H5	s247	15	0.0545854250391077
H5	s247	16	0.115869707662763
H5	s247	17	0.21965391650477
H5	s247	18	0.352545001166466
H5	s247	19	0.472967677286701
H5	s247	20	0.55237224354822
H6	s247	1	0.000322741859353109
H6	s247	2	0.000378052725129001
H6	s247	3	0.0004409194885173
H6	s247	4	0.000511714583779088
H6	s247	5	0.000590609905013427
H6	s247	6	0.000677515867174164
H6	s247	7	0.000772028243236591
H6	s247	8	0.000873392625653619
H6	s247	9	0.000980496418017439
H6	s247	10	0.00109189591115363
H6	s247	11	0.00120588107560612
H6	s247	12	0.00132057395768315
H6	s247	13	0.00143404964442255
H6	s247	14	0.00154446372234424
H6	s247	15	0.00165016865252538
H6	s247	16	0.00174980403512188
H6	s247	17	0.0018423514714306
H6	s247	18	0.00192715180329006
H6	s247	19	0.00200388889798833
H6	s247	20	0.0020725484173617
H7	s247	1	0
H7	s247	2	0
H7	s247	3	0
H7	s247	4	0
H7	s247	5	0
H7	s247	6	0
H7	s247	7	0
H7	s247	8	0
H7	s247	9	0
H7	s247	10	0
H7	s247	11	0
H7	s247	12	0
H7	s247	13	0
H7	s247	14	0
H7	s247	15	0
H7	s247	16	0
H7	s247	17	0
H7	s247	18	0
H7	s247	19	0
H7	s247	20	0
H8	s247	1	1.77079554806166e-08
H8	s247	2	4.38421150902202e-08
H8	s247	3	1.0854617575751e-07
H8	s247	4	2.68743172985932e-07
H8	s247	5	6.65365174676014e-07
H8	s247	6	1.64733520416337e-06
H8	s247	7	4.07851562005198e-06
H8	s247	8	1.00975942413576e-05
H8	s247	9	2.49990147878144e-05
H8	s247	10	6.18872404837498e-05
H8	s247	11	0.000153183899905189
H8	s247	12	0.000379019256703894
H8	s247	13	0.000936924050805869
H8	s247	14	0.00231072625264092
H8	s247	15	0.00566685879112782
H8	s247	16	0.0137090707248926
H8	s247	17	0.032120977564002
H8	s247	18	0.070203634446099
H8	s247	19	0.134713602781255
H8	s247	20	0.214220601234632
H9	s248	1	1.36148222090119e-05
H9	s248	2	2.91976435515672e-05
H9	s248	3	6.26142906428361e-05
H9	s248	4	0.000134269486738939
H9	s248	5	0.000287895219791072
H9	s248	6	0.000617150933087599
H9	s248	7	0.00132231119631367
H9	s248	8	0.00283019659372198
H9	s248	9	0.00604392255728685
H9	s248	10	0.0128451303425762
H9	s248	11	0.0270260927308731
H9	s248	12	0.0556987479819383
H9	s248	13	0.110228578397328
H9	s248	14	0.202813735719976
H9	s248	15	0.333385444372811
H9	s248	16	0.476399305807198
H9	s248	17	0.595518602613522
H9	s248	18	0.674114517022714
H9	s248	19	0.718320189542334
H9	s248	20	0.740977299683562
H10	s248	1	0.000555653211842734
H10	s248	2	0.000587414539989207
H10	s248	3	0.000620991355145741
H10	s248	4	0.000656487430927945
H10	s248	5	0.000694012472653563
H10	s248	6	0.000733682456396425
H10	s248	7	0.000775619987420327
H10	s248	8	0.000819954679100554
H10	s248	9	0.000866823553504041
H10	s248	10	0.000916371464866143
H10	s248	11	0.000968751547272667
H10	s248	12	0.00102412568793069
H10	s248	13	0.00108266502749069
H10	s248	14	0.00114455048896617
H10	s248	15	0.00120997333688524
H10	s248	16	0.00127913576840212
H10	s248	17	0.0013522515381952
H10	s248	18	0.00142954661908281
H10	s248	19	0.00151125990039794
H10	s248	20	0.00159764392628027
H11	s248	1	0
H11	s248	2	0
H11	s248	3	0
H11	s248	4	0
H11	s248	5	0
H11	s248	6	0
H11	s248	7	0
H11	s248	8	0
H11	s248	9	0
H11	s248	10	0
H11	s248	11	0
H11	s248	12	0
H11	s248	13	0
H11	s248	14	0
H11	s248	15	0
H11	s248	16	0
H11	s248	17	0
H11	s248	18	0
H11	s248	19	0
H11	s248	20	0
H12	s248	1	0.000524255455288457
H12	s248	2	0.00065973112203138
H12	s248	3	0.000813290838094982
H12	s248	4	0.000979949137216821
H12	s248	5	0.001152508385891
H12	s248	6	0.00132268695082179
H12	s248	7	0.00148264703258794
H12	s248	8	0.00162635577409965
H12	s248	9	0.00175031372656403
H12	s248	10	0.00185353588051145
H12	s248	11	0.00193699998091992
H12	s248	12	0.00200289772924418
H12	s248	13	0.00205395347722773
H12	s248	14	0.00209293462419409
H12	s248	15	0.00212236509346528
H12	s248	16	0.00214439739552879
H12	s248	17	0.00216078686120851
H12	s248	18	0.00217292121311261
H12	s248	19	0.00218187377556718
H12	s248	20	0.00218846180350907
