AB19606,AB030,genes,STRING_names,gene_orthologs,unique_name,citation,gene_name,type,condition,medLFC,FDR,gene_name_stylized,Pathway
GO593_05505,IX87_13705,murC,murC,murC,murC,"",murC,perfect,fosfomycin_T2_1 - none_T2_1a,-1.47759360292106,0.28959391965354,italic('murC'),Cell Wall/PG
GO593_05505,IX87_13705,murC,murC,murC,murC,"",murC,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.85854806610155,1,italic('murC'),Cell Wall/PG
GO593_07755,IX87_15780,murD,murD,murD,murD,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.140237375638681,0.999999999990052,italic('murD'),
GO593_07755,IX87_15780,murD,murD,murD,murD,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0616572020798956,1,italic('murD'),
GO593_04800,IX87_12840,murE,murE,murE,murE,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.42818958675595,0.0581292996215381,italic('murE'),Cell Wall/PG
GO593_04800,IX87_12840,murE,murE,murE,murE,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0654019750865307,0.99999999999794,italic('murE'),Cell Wall/PG
GO593_04795,IX87_12835,murF,murF,murF,murF,"",murF,perfect,fosfomycin_T2_1 - none_T2_1a,-3.15259691622168,0.00245513246546761,italic('murF'),Cell Wall/PG
GO593_04795,IX87_12835,murF,murF,murF,murF,"",murF,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.180676093547089,0.999999253474302,italic('murF'),Cell Wall/PG
GO593_05510,IX87_13710,murG,murG,murG,murG,"",murG,mismatch,fosfomycin_T2_1 - none_T2_1a,-2.51518266124654,0.888681928138569,italic('murG'),Cell Wall/PG
GO593_05510,IX87_13710,murG,murG,murG,murG,"",murG,perfect,fosfomycin_T2_1 - none_T2_1a,-1.24960048000109,0.990552434498033,italic('murG'),Cell Wall/PG
GO593_06815,IX87_14820,"mviN, murJ, pslK",mviN,murJ,murJ,"",murJ,perfect,fosfomycin_T2_1 - none_T2_1a,-0.220324361260996,0.999999842458628,italic('murJ'),
GO593_06815,IX87_14820,"mviN, murJ, pslK",mviN,murJ,murJ,"",murJ,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0814167725611019,1,italic('murJ'),
GO593_10480,IX87_01870,nadE,IX87_01870,nadE,nadE,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.695499677501344,0.734461210960852,italic('nadE'),
GO593_10480,IX87_01870,nadE,IX87_01870,nadE,nadE,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.520410092820623,0.999916747799309,italic('nadE'),
GO593_01880,IX87_09395,unknown,AIL78836.1,GO593_01880,nadM,https://www.genome.jp/dbget-bin/www_bget?ko:K13522,.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.722408142746609,0.94862064938865,italic('nadM'),
GO593_01880,IX87_09395,unknown,AIL78836.1,GO593_01880,nadM,https://www.genome.jp/dbget-bin/www_bget?ko:K13522,.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0383764655709568,0.999999999999998,italic('nadM'),
GO593_09040,IX87_17090,ndk,ndk,ndk,ndk,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.547008802044492,0.998884966763771,italic('ndk'),
GO593_09040,IX87_17090,ndk,ndk,ndk,ndk,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.134710031934256,1,italic('ndk'),
GO593_13310,IX87_06920,fis,fis,fis,ninH,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.00216709772132406,0.999999998540345,italic('ninH'),
GO593_13310,IX87_06920,fis,fis,fis,ninH,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0329984724746102,1,italic('ninH'),
GO593_03265,IX87_11135,unknown,nphR_2,GO593_03265,nphR_2,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.21682491254942,0.267040769167027,italic('nphR_2'),
GO593_03265,IX87_11135,unknown,nphR_2,GO593_03265,nphR_2,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0089717325455503,0.999999248899756,italic('nphR_2'),
GO593_09915,IX87_18015,"nrdA, nrdJa",nrdA,"nrdA, nrdJa",nrdA,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.14974083972799,0.999999809905168,italic('nrdA'),
GO593_09915,IX87_18015,"nrdA, nrdJa",nrdA,"nrdA, nrdJa",nrdA,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.115718812377465,0.999999999999858,italic('nrdA'),
GO593_09905,IX87_18005,nrdB,AIL80430.1,nrdB,nrdB,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.539026939597089,0.999127673663083,italic('nrdB'),
GO593_09905,IX87_18005,nrdB,AIL80430.1,nrdB,nrdB,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0640104142282975,0.999999996666347,italic('nrdB'),
GO593_09945,IX87_18075,nuoA,nuoA,nuoA,nuoA,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-4.42266286118913,1.69502949379288e-08,italic('nuoA'),NADH
GO593_09945,IX87_18075,nuoA,nuoA,nuoA,nuoA,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-1.26277311133592,0.000786541784973974,italic('nuoA'),NADH
GO593_09950,IX87_18080,nuoB,nuoB,nuoB,nuoB,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-2.52770036156136,4.35556511459293e-11,italic('nuoB'),NADH
GO593_09950,IX87_18080,nuoB,nuoB,nuoB,nuoB,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.545788356823243,0.716276040965912,italic('nuoB'),NADH
GO593_09955,IX87_18085,"nuoCD, nuoC, nuoD",nuoD,nuoC,nuoD,"",nuoC,mismatch,fosfomycin_T2_1 - none_T2_1a,-1.69294731745539,1.62564651966826e-06,italic('nuoD'),NADH
GO593_09955,IX87_18085,"nuoCD, nuoC, nuoD",nuoD,nuoC,nuoD,"",nuoC,perfect,fosfomycin_T2_1 - none_T2_1a,-3.26932296027651,0.00763250665342541,italic('nuoD'),NADH
GO593_09960,IX87_18090,nuoE,nuoE,nuoE,nuoE,"",nuoE,perfect,fosfomycin_T2_1 - none_T2_1a,-1.93155814959518,5.54198767285239e-10,italic('nuoE'),NADH
GO593_09960,IX87_18090,nuoE,nuoE,nuoE,nuoE,"",nuoE,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.581449800494988,0.581430973450479,italic('nuoE'),NADH
GO593_09965,IX87_18095,nuoF,IX87_18095,nuoF,nuoF,"",nuoF,mismatch,fosfomycin_T2_1 - none_T2_1a,-1.72510501555879,1.70654536710997e-05,italic('nuoF'),NADH
GO593_09965,IX87_18095,nuoF,IX87_18095,nuoF,nuoF,"",nuoF,perfect,fosfomycin_T2_1 - none_T2_1a,-2.19929798118747,9.61386231960881e-05,italic('nuoF'),NADH
GO593_09970,IX87_18100,nuoG,nuoG,nuoG,nuoG,"",nuoG,mismatch,fosfomycin_T2_1 - none_T2_1a,-3.41188928465148,3.73533904704657e-16,italic('nuoG'),NADH
GO593_09970,IX87_18100,nuoG,nuoG,nuoG,nuoG,"",nuoG,perfect,fosfomycin_T2_1 - none_T2_1a,-4.169364367969,5.33938212244246e-08,italic('nuoG'),NADH
GO593_09975,IX87_18105,nuoH,nuoH,nuoH,nuoH,"",nuoH,perfect,fosfomycin_T2_1 - none_T2_1a,-5.07234589679114,2.18107102966287e-11,italic('nuoH'),NADH
GO593_09975,IX87_18105,nuoH,nuoH,nuoH,nuoH,"",nuoH,mismatch,fosfomycin_T2_1 - none_T2_1a,-2.44715464018105,1.74729524973808e-07,italic('nuoH'),NADH
GO593_09980,IX87_18110,nuoI,nuoI,nuoI,nuoI,"",nuoI,mismatch,fosfomycin_T2_1 - none_T2_1a,-2.87839103058214,1.20485738362291e-12,italic('nuoI'),NADH
GO593_09980,IX87_18110,nuoI,nuoI,nuoI,nuoI,"",nuoI,perfect,fosfomycin_T2_1 - none_T2_1a,-4.08147218682462,2.45467163196635e-10,italic('nuoI'),NADH
GO593_09985,IX87_18115,nuoJ,nuoJ,nuoJ,nuoJ,"",nuoJ,mismatch,fosfomycin_T2_1 - none_T2_1a,-2.10808097034269,1.91606498143601e-18,italic('nuoJ'),NADH
GO593_09985,IX87_18115,nuoJ,nuoJ,nuoJ,nuoJ,"",nuoJ,perfect,fosfomycin_T2_1 - none_T2_1a,-3.19552572174396,4.55847934952935e-12,italic('nuoJ'),NADH
GO593_09990,IX87_18120,nuoK,nuoK,nuoK,nuoK,"",nuoK,perfect,fosfomycin_T2_1 - none_T2_1a,-3.54057616406456,2.48860965536919e-12,italic('nuoK'),NADH
GO593_09990,IX87_18120,nuoK,nuoK,nuoK,nuoK,"",nuoK,mismatch,fosfomycin_T2_1 - none_T2_1a,-1.07365559994618,1.14637141576836e-10,italic('nuoK'),NADH
GO593_09995,IX87_18125,nuoL,IX87_18125,nuoL,nuoL,"",nuoL,perfect,fosfomycin_T2_1 - none_T2_1a,-2.16943979785599,4.93942467941791e-06,italic('nuoL'),NADH
GO593_09995,IX87_18125,nuoL,IX87_18125,nuoL,nuoL,"",nuoL,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.915650277190176,1,italic('nuoL'),NADH
GO593_10000,IX87_18130,nuoM,IX87_18130,nuoM,nuoM,"",nuoM,mismatch,fosfomycin_T2_1 - none_T2_1a,-1.79462046177164,6.40414839228166e-20,italic('nuoM'),NADH
GO593_10000,IX87_18130,nuoM,IX87_18130,nuoM,nuoM,"",nuoM,perfect,fosfomycin_T2_1 - none_T2_1a,-2.39907774912081,5.54585986911462e-14,italic('nuoM'),NADH
GO593_10005,IX87_18135,nuoN,AIL80452.1,nuoN,nuoN,"",nuoN,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.984446799869838,6.18561239344711e-08,italic('nuoN'),NADH
GO593_10005,IX87_18135,nuoN,AIL80452.1,nuoN,nuoN,"",nuoN,perfect,fosfomycin_T2_1 - none_T2_1a,-2.56003754249644,0.000274411927324481,italic('nuoN'),NADH
GO593_08190,IX87_16245,nusA,nusA,nusA,nusA,"",nusA,perfect,fosfomycin_T2_1 - none_T2_1a,-0.505725352180913,0.999942593435563,italic('nusA'),
GO593_08190,IX87_16245,nusA,nusA,nusA,nusA,"",nusA,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.604004565246206,0.999991668055138,italic('nusA'),
GO593_07930,IX87_15960,nusG,nusG,nusG,nusG,"",nusG,perfect,fosfomycin_T2_1 - none_T2_1a,-0.752644999240334,0.999910315700907,italic('nusG'),
GO593_07930,IX87_15960,nusG,nusG,nusG,nusG,"",nusG,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.212068843796083,1,italic('nusG'),
GO593_09110,IX87_17160,orn,orn,orn,orn,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.57522662482913,0.014530122806689,italic('orn'),
GO593_09110,IX87_17160,orn,orn,orn,orn,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0114727334772878,0.999986652391579,italic('orn'),
GO593_09360,IX87_17425,panC,IX87_17425,panC,panC,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.38701316224194,0.99999964724131,italic('panC'),
GO593_09360,IX87_17425,panC,IX87_17425,panC,panC,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0533900666061903,0.999999802953188,italic('panC'),
GO593_15460,IX87_02360,spoOJ,parB,spoOJ,parB,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.189109622140141,0.999999985648656,italic('parB'),
GO593_15460,IX87_02360,spoOJ,parB,spoOJ,parB,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0543429787858407,1,italic('parB'),
GO593_07570,IX87_15570,parC,parC,parC,parC,"",parC,perfect,fosfomycin_T2_1 - none_T2_1a,-1.24040483382627,0.668030706740733,italic('parC'),
GO593_07570,IX87_15570,parC,parC,parC,parC,"",parC,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.253528754008704,0.999999999992429,italic('parC'),
GO593_05625,IX87_13845,parE,parE,parE,parE,"",parE,perfect,fosfomycin_T2_1 - none_T2_1a,-0.00745406120001531,0.999998278265295,italic('parE'),
GO593_05625,IX87_13845,parE,parE,parE,parE,"",parE,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0371916974045801,0.999999999965564,italic('parE'),
GO593_03765,IX87_11690,pdxA,pdxA,pdxA,pdxA,"",pdxA,perfect,fosfomycin_T2_1 - none_T2_1a,-1.07835850701073,0.944902621215136,italic('pdxA'),
GO593_03765,IX87_11690,pdxA,pdxA,pdxA,pdxA,"",pdxA,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0426460607547321,0.999999999999801,italic('pdxA'),
GO593_05420,IX87_13610,pdxH,pdxH,pdxH,pdxH,"",pdxH,perfect,fosfomycin_T2_1 - none_T2_1a,-0.187756852196261,0.999998612148189,italic('pdxH'),
GO593_05420,IX87_13610,pdxH,pdxH,pdxH,pdxH,"",pdxH,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.108063240770993,1,italic('pdxH'),
GO593_01735,IX87_09250,pdxJ,pdxJ,pdxJ,pdxJ,"",pdxJ,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0823711523618217,0.984570119909727,italic('pdxJ'),
GO593_01735,IX87_09250,pdxJ,pdxJ,pdxJ,pdxJ,"",pdxJ,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.000173216689520493,0.999980328684537,italic('pdxJ'),
GO593_15415,IX87_02405,pgk,pgk,pgk,pgk,"",pgk,perfect,fosfomycin_T2_1 - none_T2_1a,0.732370410721696,0.00655145786586544,italic('pgk'),
GO593_15415,IX87_02405,pgk,pgk,pgk,pgk,"",pgk,mismatch,fosfomycin_T2_1 - none_T2_1a,0.165925714129229,0.994434608595232,italic('pgk'),
GO593_08075,IX87_16120,pgsA,pgsA,pgsA,pgsA,"",pgsA,perfect,fosfomycin_T2_1 - none_T2_1a,-3.68753376736646,7.69357076501403e-19,italic('pgsA'),
GO593_08075,IX87_16120,pgsA,pgsA,pgsA,pgsA,"",pgsA,mismatch,fosfomycin_T2_1 - none_T2_1a,-1.60525739568982,3.5735001703704e-09,italic('pgsA'),
GO593_08230,IX87_16285,phaAB,AIL80109.1,phaAB,phaAB,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.83161545542871,0.0143869132577952,italic('phaAB'),
GO593_08230,IX87_16285,phaAB,AIL80109.1,phaAB,phaAB,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.544391925954265,0.760795879532596,italic('phaAB'),
GO593_08220,IX87_16275,phaD,AIL80107.1,phaD,phaD,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-2.1849327810604,0.0197411716208346,italic('phaD'),
GO593_08220,IX87_16275,phaD,AIL80107.1,phaD,phaD,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-1.15921912169445,0.0323274652557409,italic('phaD'),
GO593_08215,IX87_16270,phaE,phaE,phaE,phaE,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-2.34091338640529,0.0264665841496317,italic('phaE'),
GO593_08215,IX87_16270,phaE,phaE,phaE,phaE,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.786073961356111,0.983697170456928,italic('phaE'),
GO593_09435,IX87_17505,pheS,pheS,pheS,pheS,"",pheS,perfect,fosfomycin_T2_1 - none_T2_1a,-1.52892324708876,0.397540640143036,italic('pheS'),tRNA Ligase
GO593_09435,IX87_17505,pheS,pheS,pheS,pheS,"",pheS,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0542523740241195,0.999999999356104,italic('pheS'),tRNA Ligase
GO593_09440,IX87_17510,pheT,pheT,pheT,pheT,"",pheT,perfect,fosfomycin_T2_1 - none_T2_1a,-1.5279253850904,0.142353200551913,italic('pheT'),tRNA Ligase
GO593_09440,IX87_17510,pheT,pheT,pheT,pheT,"",pheT,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.308170384002373,1,italic('pheT'),tRNA Ligase
GO593_04255,IX87_12190,plsB,plsB,plsB,plsB,"",plsB,perfect,fosfomycin_T2_1 - none_T2_1a,-0.963337839274395,0.941150358031784,italic('plsB'),
GO593_04255,IX87_12190,plsB,plsB,plsB,plsB,"",plsB,mismatch,fosfomycin_T2_1 - none_T2_1a,0.188620815976309,1,italic('plsB'),
GO593_08310,IX87_16365,pnp,pnp,pnp,pnp,"",pnp,perfect,fosfomycin_T2_1 - none_T2_1a,-0.157178445504548,0.983628467669672,italic('pnp'),
GO593_08310,IX87_16365,pnp,pnp,pnp,pnp,"",pnp,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0315647749439278,0.999999999715435,italic('pnp'),
GO593_09495,IX87_17560,polA,polA,polA,polA,"",polA,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0651288654248352,0.999999992349489,italic('polA'),
GO593_09495,IX87_17560,polA,polA,polA,polA,"",polA,mismatch,fosfomycin_T2_1 - none_T2_1a,0.00164932726315991,1,italic('polA'),
GO593_07590,IX87_15590,ppa,IX87_15590,ppa,ppa,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.53661706198651,0.336592771144358,italic('ppa'),
GO593_07590,IX87_15590,ppa,IX87_15590,ppa,ppa,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.476278462008722,0.99908926484831,italic('ppa'),
GO593_00295,IX87_07515,"ppnK, nadK",ppnK,"ppnK, nadK",ppnK,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.520563504769869,8.46408358786312e-05,italic('ppnK'),
GO593_00295,IX87_07515,"ppnK, nadK",ppnK,"ppnK, nadK",ppnK,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.702323172107988,0.0109679363336759,italic('ppnK'),
GO593_18520,IX87_06750,prfA,prfA,prfA,prfA,"",prfA,perfect,fosfomycin_T2_1 - none_T2_1a,-1.17458232111653,0.0668280288112838,italic('prfA'),
GO593_18520,IX87_06750,prfA,prfA,prfA,prfA,"",prfA,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.267305262630164,0.984688401636528,italic('prfA'),
GO593_05405,IX87_13595,prfB,IX87_13595,prfB,prfB,"",prfB,perfect,fosfomycin_T2_1 - none_T2_1a,-0.172607985623381,0.999999999990052,italic('prfB'),
GO593_05405,IX87_13595,prfB,IX87_13595,prfB,prfB,"",prfB,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.106724421259055,1,italic('prfB'),
GO593_08345,IX87_16400,priA,priA,priA,priA,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.104234408946903,0.999999999990052,italic('priA'),
GO593_08345,IX87_16400,priA,priA,priA,priA,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.00570958323697831,1,italic('priA'),
GO593_03110,IX87_10975,proS,AIL79124.1,proS,proS,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.41800120395978,0.117478901273338,italic('proS'),tRNA Ligase
GO593_03110,IX87_10975,proS,AIL79124.1,proS,proS,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.869170660827458,0.98636608913023,italic('proS'),tRNA Ligase
GO593_10335,IX87_18475,prs,prs,prs,prs,"",prs,perfect,fosfomycin_T2_1 - none_T2_1a,-0.394622283934965,0.999999997131047,italic('prs'),
GO593_10335,IX87_18475,prs,prs,prs,prs,"",prs,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.261729106435292,0.999999999999862,italic('prs'),
GO593_05715,IX87_13955,psd,psd,psd,psd,"",psd,perfect,fosfomycin_T2_1 - none_T2_1a,-0.258615404785158,0.998445193043102,italic('psd'),
GO593_05715,IX87_13955,psd,psd,psd,psd,"",psd,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0545853384791247,0.999999999995232,italic('psd'),
GO593_03875,IX87_11800,pssA,pssA,pssA,pssA,"",pssA,perfect,fosfomycin_T2_1 - none_T2_1a,-0.580708111749435,0.991096094236172,italic('pssA'),
GO593_03875,IX87_11800,pssA,pssA,pssA,pssA,"",pssA,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0139991413461089,0.999999999998284,italic('pssA'),
GO593_10325,IX87_18465,pth,IX87_18465,pth,pth,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.236019575815573,0.99998100983657,italic('pth'),
GO593_10325,IX87_18465,pth,IX87_18465,pth,pth,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0581996143387529,0.99999999999998,italic('pth'),
GO593_13345,IX87_07845,prtR,AIL78543.1,prtR,ptrR,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0255833467169826,0.999999995832711,italic('ptrR'),
GO593_13345,IX87_07845,prtR,AIL78543.1,prtR,ptrR,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0333274194693906,1,italic('ptrR'),
GO593_12910,IX87_04750,purA,IX87_04750,purA,purA,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.128839455016104,0.99824470412327,italic('purA'),
GO593_12910,IX87_04750,purA,IX87_04750,purA,purA,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.223971946968281,0.998509918435408,italic('purA'),
GO593_01340,IX87_08865,purB,IX87_08865,purB,purB,"",purB,perfect,fosfomycin_T2_1 - none_T2_1a,-0.750462629473305,0.29054819336029,italic('purB'),
GO593_01340,IX87_08865,purB,IX87_08865,purB,purB,"",purB,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0422739871664561,0.999999998712041,italic('purB'),
GO593_08765,IX87_16855,"purU, purU1, purU2",IX87_16855,purU,purU,"",purU,perfect,fosfomycin_T2_1 - none_T2_1a,-0.70074456761694,0.994401224472013,italic('purU'),
GO593_08765,IX87_16855,"purU, purU1, purU2",IX87_16855,purU,purU,"",purU,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.194537426221678,1,italic('purU'),
GO593_12050,IX87_05625,pyrC,IX87_05625,pyrC,pyrC,"",pyrC,perfect,fosfomycin_T2_1 - none_T2_1a,-0.637652550456058,0.941184920046931,italic('pyrC'),
GO593_12050,IX87_05625,pyrC,IX87_05625,pyrC,pyrC,"",pyrC,mismatch,fosfomycin_T2_1 - none_T2_1a,0.102357800018634,0.99999913193091,italic('pyrC'),
GO593_17315,IX87_20950,pyrG,pyrG,pyrG,pyrG,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.492753020733957,0.305031086120513,italic('pyrG'),
GO593_17315,IX87_20950,pyrG,pyrG,pyrG,pyrG,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0142422032716818,0.922476585544871,italic('pyrG'),
GO593_17745,IX87_21670,pyrH,pyrH,pyrH,pyrH,"",pyrH,mismatch,fosfomycin_T2_1 - none_T2_1a,0.129366812029613,0.823216969896801,italic('pyrH'),
GO593_17745,IX87_21670,pyrH,pyrH,pyrH,pyrH,"",pyrH,perfect,fosfomycin_T2_1 - none_T2_1a,-0.40747474474484,0.900282015684701,italic('pyrH'),
GO593_10605,IX87_01730,rep,AIL77395.1,rep,rep,"",rep,perfect,fosfomycin_T2_1 - none_T2_1a,-0.639046841445006,0.989727224703945,italic('rep'),
GO593_10605,IX87_01730,rep,AIL77395.1,rep,rep,"",rep,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0218928022494066,0.999999999999982,italic('rep'),
GO593_09460,IX87_17525,rho,rho,rho,rho,"",rho,perfect,fosfomycin_T2_1 - none_T2_1a,0.0247057598499917,0.999999999990052,italic('rho'),
GO593_09460,IX87_17525,rho,rho,rho,rho,"",rho,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0358098405185607,1,italic('rho'),
GO593_04340,IX87_12275,ribA,ribA,ribA,ribA,"",ribA,perfect,fosfomycin_T2_1 - none_T2_1a,-0.684234767424767,0.386287898042707,italic('ribA'),
GO593_04340,IX87_12275,ribA,ribA,ribA,ribA,"",ribA,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.000658391156326064,0.999986537291082,italic('ribA'),
GO593_07645,IX87_15655,ribD,ribD,ribD,ribD,"",ribD,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0746562485614826,0.999818547613453,italic('ribD'),
GO593_07645,IX87_15655,ribD,ribD,ribD,ribD,"",ribD,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0115235581539666,1,italic('ribD'),
GO593_07655,IX87_15665,"ribE, ribC",IX87_15665,"ribE, ribC",ribE,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.117760191851068,0.999998731599941,italic('ribE'),
GO593_07655,IX87_15665,"ribE, ribC",IX87_15665,"ribE, ribC",ribE,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0315026674620815,0.999999999999915,italic('ribE'),
GO593_06440,IX87_14690,ribF,IX87_14690,ribF,ribF,"",ribF,perfect,fosfomycin_T2_1 - none_T2_1a,0.034641873996582,0.999957681261763,italic('ribF'),
GO593_06440,IX87_14690,ribF,IX87_14690,ribF,ribF,"",ribF,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0925289951891292,0.999999999762246,italic('ribF'),
GO593_05770,IX87_14000,"ribH, ribE",ribH,ribE,ribH,"",ribE,perfect,fosfomycin_T2_1 - none_T2_1a,-0.74044097859115,0.995250307252118,italic('ribH'),
GO593_05770,IX87_14000,"ribH, ribE",ribH,ribE,ribH,"",ribE,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0200843197066932,0.999999999999997,italic('ribH'),
GO593_06230,IX87_14455,rnpA,rnpA,rnpA,rnpA,"",rnpA,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0882322234411132,0.999999999990052,italic('rnpA'),
GO593_06230,IX87_14455,rnpA,rnpA,rnpA,rnpA,"",rnpA,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0489974287675886,1,italic('rnpA'),
GO593_09690,IX87_17755,rpe,rpe,rpe,rpe,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.180091322763373,0.984624235723494,italic('rpe'),
GO593_09690,IX87_17755,rpe,rpe,rpe,rpe,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.00699691524613308,0.999999999946114,italic('rpe'),
GO593_17400,IX87_21035,rpiA,rpiA,rpiA,rpiA,"",rpiA,perfect,fosfomycin_T2_1 - none_T2_1a,-0.020215184742141,0.996388514945869,italic('rpiA'),
GO593_17400,IX87_21035,rpiA,rpiA,rpiA,rpiA,"",rpiA,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.00178773261088161,1,italic('rpiA'),
GO593_07940,IX87_15970,rplA,rplA,rplA,rplA,"",rplA,perfect,fosfomycin_T2_1 - none_T2_1a,-0.331980877598687,0.99984054960322,italic('rplA'),Ribosome
GO593_07940,IX87_15970,rplA,rplA,rplA,rplA,"",rplA,mismatch,fosfomycin_T2_1 - none_T2_1a,0.00029856582453295,0.999999999999636,italic('rplA'),Ribosome
GO593_04185,IX87_12120,rplB,rplB,rplB,rplB,"",rplB,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0600441997020361,0.999999999999958,italic('rplB'),Ribosome
GO593_04185,IX87_12120,rplB,rplB,rplB,rplB,"",rplB,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0731775853525755,1,italic('rplB'),Ribosome
GO593_04200,IX87_12135,rplC,rplC,rplC,rplC,"",rplC,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0564295472874529,0.999997220377503,italic('rplC'),Ribosome
GO593_04200,IX87_12135,rplC,rplC,rplC,rplC,"",rplC,mismatch,fosfomycin_T2_1 - none_T2_1a,0.039709312764229,0.999999994933727,italic('rplC'),Ribosome
