condition	unique_name	AB19606	AB030	gene_mLFC	FDR
Meropenem_0.11_T2 - None_0_T2	def	GO593_07425	IX87_15415	0.332598565993275	0.0233029729073698
Meropenem_0.11_T2 - None_0_T2	der	GO593_09080	IX87_17130	-2.08056176258618	3.77930044295026e-15
Meropenem_0.11_T2 - None_0_T2	desA	GO593_01430	IX87_08955	0.0748468539416188	0.399741043331498
Meropenem_0.11_T2 - None_0_T2	desB	GO593_01425	IX87_08950	-0.0012977207696566	0.0628987679881617
Meropenem_0.11_T2 - None_0_T2	dfp	GO593_03595	IX87_11520	-0.123513288674647	0.263327572762585
Meropenem_0.11_T2 - None_0_T2	dnaA	GO593_06220	IX87_14445	-0.0765734491529571	0.950215111840601
Meropenem_0.11_T2 - None_0_T2	dnaB	GO593_18630	IX87_06860	-1.64555478083177	0.0406551414950235
Meropenem_0.11_T2 - None_0_T2	dnaE	GO593_14925	IX87_02905	-0.00530185364060236	0.217926007548481
Meropenem_0.11_T2 - None_0_T2	dnaG	GO593_10380	IX87_18520	-0.564265250267021	0.00250646848427033
Meropenem_0.11_T2 - None_0_T2	dnaK	GO593_06350	IX87_14595	0.0911792908454996	0.338814295647916
Meropenem_0.11_T2 - None_0_T2	dnaN	GO593_06215	IX87_14440	-0.567082705267484	8.5295042817611e-05
Meropenem_0.11_T2 - None_0_T2	dnaX	GO593_18020	IX87_06235	-0.892895137605042	8.48156326459557e-09
Meropenem_0.11_T2 - None_0_T2	dsrEF	GO593_17830	IX87_21760	0.69569427027632	1.04876230620563e-08
Meropenem_0.11_T2 - None_0_T2	dsrH	GO593_17835	IX87_21765	1.04954886807936	1.03614059267225e-18
Meropenem_0.11_T2 - None_0_T2	dut	GO593_10610	IX87_01725	-0.453213253581004	0.0629922412325621
Meropenem_0.11_T2 - None_0_T2	dxr	GO593_17725	IX87_21650	-1.87125309753726	1.13038712694011e-13
Meropenem_0.11_T2 - None_0_T2	dxs	GO593_04335	IX87_12270	-0.745984643800841	0.307371014322812
Meropenem_0.11_T2 - None_0_T2	efp	GO593_01245	IX87_08770	0.0621879838149062	0.314660607546513
Meropenem_0.11_T2 - None_0_T2	eno	GO593_17305	IX87_20940	-1.10848137707523	3.39380675868106e-07
Meropenem_0.11_T2 - None_0_T2	epd	GO593_12900	IX87_04760	-0.569961534017004	1.16469432488427e-05
Meropenem_0.11_T2 - None_0_T2	era	GO593_01750	IX87_09265	-0.320101051902066	0.0274309993755072
Meropenem_0.11_T2 - None_0_T2	erpA	GO593_06170	IX87_14395	-1.15675393952613	2.22762751675936e-06
Meropenem_0.11_T2 - None_0_T2	etfA	GO593_02110	IX87_09640	-0.996115801206279	2.47977182125126e-05
Meropenem_0.11_T2 - None_0_T2	etfB	GO593_02115	IX87_09645	-1.60383033341535	1.43429628175267e-14
Meropenem_0.11_T2 - None_0_T2	etfD	GO593_08385	IX87_16440	-1.3131725894182	0.000468462163106684
Meropenem_0.11_T2 - None_0_T2	exbB1	GO593_08775	IX87_16865	0.335899720703262	2.93967128856407e-05
Meropenem_0.11_T2 - None_0_T2	exbD4	GO593_08780	IX87_16870	0.158996601834386	0.00351463786098247
Meropenem_0.11_T2 - None_0_T2	fabB1	GO593_07015	IX87_01850	-0.0242681403407766	0.919356834090894
Meropenem_0.11_T2 - None_0_T2	fabB2	GO593_10500	IX87_01850	-0.266033967602226	0.000154575159128043
Meropenem_0.11_T2 - None_0_T2	fabD	GO593_10275	IX87_18415	-0.662914822821778	0.00220369369013901
Meropenem_0.11_T2 - None_0_T2	fabG	GO593_10280	IX87_18420	-3.71744240211995	6.03374239098088e-23
Meropenem_0.11_T2 - None_0_T2	fabI	GO593_09120	IX87_17170	-0.163981815947909	0.00130532175120433
Meropenem_0.11_T2 - None_0_T2	fabZ	GO593_17700	IX87_21625	1.10771268408196	2.16571625159365e-08
Meropenem_0.11_T2 - None_0_T2	fba	GO593_15425	IX87_02395	-1.48526806252863	2.27809593380647e-09
Meropenem_0.11_T2 - None_0_T2	fbp	GO593_01960	IX87_09480	-0.481007458566553	0.0167601641405438
Meropenem_0.11_T2 - None_0_T2	fdx1	GO593_10415	IX87_01930	-0.0353250845417568	0.96682721371153
Meropenem_0.11_T2 - None_0_T2	fdx2	GO593_15735	IX87_18960	-0.754933924345382	8.89756411323122e-08
Meropenem_0.11_T2 - None_0_T2	fdxA	GO593_13635	IX87_04305	-0.909237672584302	9.70314297016769e-07
Meropenem_0.11_T2 - None_0_T2	ffh	GO593_10155	IX87_18285	-1.84836630841485	7.06699939600302e-12
Meropenem_0.11_T2 - None_0_T2	fis	GO593_18685	IX87_06920	-2.24701657574855	1.00848602518813e-11
Meropenem_0.11_T2 - None_0_T2	fmt	GO593_06095	IX87_14320	-3.35972286627893	1.33692671518434e-21
Meropenem_0.11_T2 - None_0_T2	folB	GO593_18475	IX87_06705	-0.417860083947314	4.30183147942961e-05
Meropenem_0.11_T2 - None_0_T2	folC	GO593_03340	IX87_11225	-0.556051233256715	0.0100483515373862
Meropenem_0.11_T2 - None_0_T2	folD	GO593_02360	IX87_09915	-0.0158073303192792	0.979076141395556
Meropenem_0.11_T2 - None_0_T2	folE	GO593_01065	IX87_08570	-1.70213531907473	5.15593400191863e-08
Meropenem_0.11_T2 - None_0_T2	folK	GO593_09350	IX87_17415	-1.15314839049428	4.6884706488965e-09
Meropenem_0.11_T2 - None_0_T2	fpr	GO593_00350	IX87_07570	-1.30081515400917	2.85877288424638e-06
Meropenem_0.11_T2 - None_0_T2	fpr1	GO593_10025	IX87_18155	-0.0921830239594027	0.281565217928936
Meropenem_0.11_T2 - None_0_T2	frr	GO593_17740	IX87_21665	-0.954719885750861	8.68114276914169e-08
Meropenem_0.11_T2 - None_0_T2	ftsA	GO593_05490	IX87_13690	-1.68414986644166	1
Meropenem_0.11_T2 - None_0_T2	ftsH	GO593_02400	IX87_09960	0.909326160083482	3.37024133018576e-11
Meropenem_0.11_T2 - None_0_T2	ftsI	GO593_04805	IX87_12845	-3.48394015212184	5.90616663113661e-07
Meropenem_0.11_T2 - None_0_T2	ftsK	GO593_10560	IX87_01775	-2.03888244318042	6.99098364376064e-14
Meropenem_0.11_T2 - None_0_T2	ftsL	GO593_04810	IX87_12850	-1.99590783186649	0.000553498292112134
Meropenem_0.11_T2 - None_0_T2	ftsQ	GO593_05495	IX87_13695	-4.48248664184367	1.09199995636068e-15
Meropenem_0.11_T2 - None_0_T2	ftsW	GO593_07760	IX87_15785	-3.83380267061038	1.66735693449057e-17
Meropenem_0.11_T2 - None_0_T2	ftsY	GO593_17485	IX87_21135	-1.04641722111175	6.40719667656134e-06
Meropenem_0.11_T2 - None_0_T2	ftsZ	GO593_05485	IX87_13685	-3.6739473089796	9.40425293873025e-06
Meropenem_0.11_T2 - None_0_T2	fur	GO593_10655	IX87_01680	-0.0872634792670556	0.00635101200516717
Meropenem_0.11_T2 - None_0_T2	fusA	GO593_10520	IX87_01830	0.020349694187197	0.713944182173502
Meropenem_0.11_T2 - None_0_T2	gap	GO593_01650	IX87_09170	-0.337643149954578	0.185887006764979
Meropenem_0.11_T2 - None_0_T2	gatA	GO593_02920	IX87_10765	-0.781680610025326	0.000160729406944313
Meropenem_0.11_T2 - None_0_T2	gatB	GO593_02925	IX87_10770	-1.12682545425124	0.000261537652642683
Meropenem_0.11_T2 - None_0_T2	gatC	GO593_02915	IX87_10760	-1.74580900068869	6.61374669935151e-05
Meropenem_0.11_T2 - None_0_T2	glmM	GO593_05425	IX87_13615	-1.56804807423912	9.44244115635122e-26
Meropenem_0.11_T2 - None_0_T2	glmS	GO593_05795	IX87_14025	-3.7906755325999	2.92562474768261e-25
Meropenem_0.11_T2 - None_0_T2	glmU	GO593_05790	IX87_14020	-1.89913921589824	1.67434117546362e-17
Meropenem_0.11_T2 - None_0_T2	glnA	GO593_01005	IX87_08130	0.380451683380843	0.000301475819636942
Meropenem_0.11_T2 - None_0_T2	glnS	GO593_18295	IX87_06515	3.04712205165805	3.33801520498358e-22
Meropenem_0.11_T2 - None_0_T2	gltX	GO593_04830	IX87_12870	0.487641806438116	0.00225663794382322
Meropenem_0.11_T2 - None_0_T2	glyA	GO593_00420	IX87_07645	0.079310323321483	2.5043023390108e-05
Meropenem_0.11_T2 - None_0_T2	glyQ	GO593_04395	IX87_12345	-0.0244499178379502	0.712284256152289
Meropenem_0.11_T2 - None_0_T2	glyS	GO593_04400	IX87_12350	0.402923121910862	0.0458573539961075
Meropenem_0.11_T2 - None_0_T2	gmk	GO593_04655	IX87_12640	-0.119620898765144	0.68067972397218
Meropenem_0.11_T2 - None_0_T2	gpmI	GO593_07690	IX87_15700	-0.139937579914179	0.00600155340110291
Meropenem_0.11_T2 - None_0_T2	gpsA	GO593_00180	IX87_07400	-0.0224276057886831	0.147023089061992
Meropenem_0.11_T2 - None_0_T2	groEL	GO593_02305	IX87_09860	-0.0719550749478607	0.999673435106963
Meropenem_0.11_T2 - None_0_T2	groS	GO593_02310	IX87_09865	-0.181988955207258	0.0353387166572448
Meropenem_0.11_T2 - None_0_T2	gtrOC1	GO593_03530	IX87_11425	-1.3724742783732	1.54116372925166e-18
Meropenem_0.11_T2 - None_0_T2	guaA	GO593_07255	IX87_15245	-1.15082161239931	2.5046367292489e-06
Meropenem_0.11_T2 - None_0_T2	guaB	GO593_05430	IX87_13620	-2.70162347910379	5.98907144183198e-17
Meropenem_0.11_T2 - None_0_T2	gyrA	GO593_02105	IX87_09635	-0.152328460770451	0.00126760575547649
Meropenem_0.11_T2 - None_0_T2	gyrB	GO593_06205	IX87_14430	-0.638999552489185	2.45114843192595e-07
Meropenem_0.11_T2 - None_0_T2	hemA	GO593_10375	IX87_18515	-0.448827935320534	0.00212193657422195
Meropenem_0.11_T2 - None_0_T2	hemB	GO593_10710	IX87_01620	-0.321724074546919	0.00432854563669051
Meropenem_0.11_T2 - None_0_T2	hemC	GO593_07835	IX87_15860	-1.75981451699096	3.78295501987891e-12
Meropenem_0.11_T2 - None_0_T2	hemD	GO593_07840	IX87_15865	-0.476410083519118	0.000129799797688048
Meropenem_0.11_T2 - None_0_T2	hemE	GO593_01090	IX87_08605	-0.915627484903937	0.00749969630262578
Meropenem_0.11_T2 - None_0_T2	hemF	GO593_04345	IX87_12280	-0.625424026329842	3.88181969116408e-05
Meropenem_0.11_T2 - None_0_T2	hemH	GO593_08405	IX87_16460	-1.65660993656002	3.70547954373904e-10
Meropenem_0.11_T2 - None_0_T2	hemJ	GO593_10495	IX87_01855	-0.612245300196274	2.3767794512311e-08
Meropenem_0.11_T2 - None_0_T2	hemL	GO593_01460	IX87_08985	-1.40738740797732	2.65925944016419e-11
Meropenem_0.11_T2 - None_0_T2	hfq	GO593_18325	IX87_06545	-1.68591318384338	1.13250020485982e-05
Meropenem_0.11_T2 - None_0_T2	hisS	GO593_09065	IX87_17115	0.558694732155123	0.000469897648183731
Meropenem_0.11_T2 - None_0_T2	holA	GO593_09140	IX87_17190	-0.778420942483689	0.00432623705236394
Meropenem_0.11_T2 - None_0_T2	holB	GO593_15490	IX87_02330	-0.61979388051084	0.000363824954675299
Meropenem_0.11_T2 - None_0_T2	hscA	GO593_15740	IX87_18965	-1.42930854156859	3.60636236817306e-07
Meropenem_0.11_T2 - None_0_T2	hscB	GO593_15745	IX87_18970	-0.816807801706327	0.00922867127978558
Meropenem_0.11_T2 - None_0_T2	ihfB	GO593_15565	IX87_02255	-0.881482746916319	0.000306964290908001
Meropenem_0.11_T2 - None_0_T2	ileS	GO593_06435	IX87_14685	0.760709714611919	6.47150976017353e-07
Meropenem_0.11_T2 - None_0_T2	infA	GO593_08615	IX87_16675	0.967286712527434	4.62265091484503e-10
Meropenem_0.11_T2 - None_0_T2	infB	GO593_08195	IX87_16250	-2.09244884201805	1.2677397803048e-15
Meropenem_0.11_T2 - None_0_T2	infC	GO593_09390	IX87_17455	0.436320607046984	0.0354080087168449
Meropenem_0.11_T2 - None_0_T2	iscA	GO593_15750	IX87_18975	-0.208685058118689	0.0869603240024998
Meropenem_0.11_T2 - None_0_T2	iscR	GO593_15765	IX87_18990	-1.31246899539133	1.06363518475962e-06
Meropenem_0.11_T2 - None_0_T2	iscS	GO593_15760	IX87_18985	-1.517656024299	3.10779369174053e-09
Meropenem_0.11_T2 - None_0_T2	ispB	GO593_02660	IX87_10240	0.587530896555779	8.88196962801118e-10
Meropenem_0.11_T2 - None_0_T2	ispD	GO593_17290	IX87_20925	-0.860600069601374	0.000154648348514062
Meropenem_0.11_T2 - None_0_T2	ispE	GO593_10360	IX87_18500	-2.00357705737098	2.60876825836654e-13
Meropenem_0.11_T2 - None_0_T2	ispF	GO593_17785	IX87_21705	-0.19405771004711	0.357008876243976
Meropenem_0.11_T2 - None_0_T2	ispG	GO593_09060	IX87_17110	0.348265251879341	0.700551780854039
Meropenem_0.11_T2 - None_0_T2	ispH	GO593_04650	IX87_12635	-1.23015774079129	0.00140284675760793
Meropenem_0.11_T2 - None_0_T2	ispZ	GO593_03615	IX87_11540	-0.571573619057056	0.00381007554158605
Meropenem_0.11_T2 - None_0_T2	kdsA	GO593_17310	IX87_20945	-4.15393603912206	3.89535284047631e-20
Meropenem_0.11_T2 - None_0_T2	kdsB	GO593_15485	IX87_02335	-1.22307612011025	7.92370442660442e-09
Meropenem_0.11_T2 - None_0_T2	kdsC	GO593_13535	IX87_04365	-0.66193877991332	4.08890917571077e-08
Meropenem_0.11_T2 - None_0_T2	kdsD	GO593_13530	IX87_04370	-1.55138762500536	3.14209523218981e-12
Meropenem_0.11_T2 - None_0_T2	kdtA	GO593_05390	IX87_13580	-1.99377899762458	1.81121702084879e-09
Meropenem_0.11_T2 - None_0_T2	lepB	GO593_01765	IX87_09280	-1.44792521400758	2.63766782143192e-08
Meropenem_0.11_T2 - None_0_T2	leuS	GO593_09150	IX87_17200	0.260038214491102	0.0594916446659807
Meropenem_0.11_T2 - None_0_T2	lgt	GO593_08815	IX87_16905	-0.391686045613805	0.000697537798689928
Meropenem_0.11_T2 - None_0_T2	ligA	GO593_10190	IX87_18330	-0.570472406452458	0.000530111598367965
Meropenem_0.11_T2 - None_0_T2	lipB	GO593_02590	IX87_10165	-0.188526319472407	0.00745116497602408
Meropenem_0.11_T2 - None_0_T2	lnt	GO593_08370	IX87_16425	-0.413760044289767	1.35481834631245e-05
Meropenem_0.11_T2 - None_0_T2	lolA	GO593_02640	IX87_10215	-2.66172106885495	2.66743719916914e-12
Meropenem_0.11_T2 - None_0_T2	lolB	GO593_10365	IX87_18505	-0.577985935488845	2.44773575197031e-05
Meropenem_0.11_T2 - None_0_T2	lolCE	GO593_02040	IX87_09570	0.251333974632502	1.16044461581992e-07
Meropenem_0.11_T2 - None_0_T2	lolD	GO593_02035	IX87_09565	-0.967252752174347	1.14376069988708e-09
Meropenem_0.11_T2 - None_0_T2	lptA	GO593_13545	IX87_04355	-4.54180688458687	3.51097326135845e-28
Meropenem_0.11_T2 - None_0_T2	lptB	GO593_13550	IX87_04350	-1.38473030715518	5.9586168470613e-08
Meropenem_0.11_T2 - None_0_T2	lptC	GO593_13540	IX87_04360	-3.86739651667568	2.47317485824903e-18
Meropenem_0.11_T2 - None_0_T2	lptD	GO593_15435	IX87_02385	-4.15749613884631	8.85703454301081e-28
Meropenem_0.11_T2 - None_0_T2	lptF	GO593_07680	IX87_15690	-2.22264418370055	2.39203113679725e-25
Meropenem_0.11_T2 - None_0_T2	lptG	GO593_07685	IX87_15695	-2.94286539904315	2.34223397753872e-29
Meropenem_0.11_T2 - None_0_T2	lpxA	GO593_17695	IX87_21620	-0.99791713114987	4.2040588004895e-06
Meropenem_0.11_T2 - None_0_T2	lpxB	GO593_15950	IX87_19185	-0.927567235714605	0.00100381015977836
Meropenem_0.11_T2 - None_0_T2	lpxC	GO593_05480	IX87_13680	-1.2832153295307	1.50606379193039e-13
Meropenem_0.11_T2 - None_0_T2	lpxD	GO593_17705	IX87_21630	-1.08601819853056	2.53012627240323e-06
Meropenem_0.11_T2 - None_0_T2	lpxH	GO593_18305	IX87_06525	-0.0194313503728177	0.862806980670553
Meropenem_0.11_T2 - None_0_T2	lpxK	GO593_15480	IX87_02340	0.439351728719798	6.10226597558808e-05
Meropenem_0.11_T2 - None_0_T2	lpxL	GO593_02025	IX87_09555	-1.03905349503489	1.5846024720228e-10
Meropenem_0.11_T2 - None_0_T2	lspA	GO593_06430	IX87_14680	-2.15564728505601	9.03342153561286e-11
Meropenem_0.11_T2 - None_0_T2	lysC	GO593_12600	IX87_05125	0.215944481444083	0.000323385051927521
Meropenem_0.11_T2 - None_0_T2	lysS	GO593_11345	IX87_00530	0.951814293997812	8.96341508526348e-06
Meropenem_0.11_T2 - None_0_T2	marR1	GO593_12465	IX87_05280	-0.0836942682286764	0.97901828147709
Meropenem_0.11_T2 - None_0_T2	metK	GO593_15290	IX87_02540	-2.64365425498349	1.87054603488109e-17
Meropenem_0.11_T2 - None_0_T2	minC	GO593_10585	IX87_01750	-2.92275562053329	1.75060488174293e-16
Meropenem_0.11_T2 - None_0_T2	minE	GO593_10575	IX87_01760	-2.91984720337822	1.15704987217048e-14
Meropenem_0.11_T2 - None_0_T2	mnhC1	GO593_08225	IX87_16280	-1.62100490349647	1.78597115151071e-21
Meropenem_0.11_T2 - None_0_T2	mnmA	GO593_01330	IX87_08855	0.927690119189432	4.82573607973375e-10
Meropenem_0.11_T2 - None_0_T2	moaE	GO593_17870	IX87_21800	0.0239323333202255	0.91972570867717
Meropenem_0.11_T2 - None_0_T2	mraY	GO593_04790	IX87_12830	-6.1755628722091	3.88250926403877e-26
Meropenem_0.11_T2 - None_0_T2	mrpF	GO593_08210	IX87_16265	-1.83070833027588	5.77488502945929e-18
Meropenem_0.11_T2 - None_0_T2	msbA	GO593_15475	IX87_02345	-0.53477768726063	8.05582162264407e-10
Meropenem_0.11_T2 - None_0_T2	mtcA2	GO593_11270	IX87_00610	0.0950379546633591	0.727265623256633
Meropenem_0.11_T2 - None_0_T2	murA	GO593_09595	IX87_17660	-2.83298221678803	0.0223755266279475
Meropenem_0.11_T2 - None_0_T2	murB	GO593_17990	IX87_06200	-1.00156497913002	6.92338556801905e-11
Meropenem_0.11_T2 - None_0_T2	murC	GO593_05505	IX87_13705	-3.21255094419748	6.48808513178315e-06
Meropenem_0.11_T2 - None_0_T2	murD	GO593_07755	IX87_15780	-2.78326659035874	1.61186846849052e-18
Meropenem_0.11_T2 - None_0_T2	murE	GO593_04800	IX87_12840	-4.01783765589174	1.04072413561742e-07
Meropenem_0.11_T2 - None_0_T2	murF	GO593_04795	IX87_12835	-2.56187514739495	0.000119043188419496
Meropenem_0.11_T2 - None_0_T2	murG	GO593_05510	IX87_13710	-4.28177120830402	0.185366119020676
Meropenem_0.11_T2 - None_0_T2	murJ	GO593_06815	IX87_14820	-4.81010054143862	4.30115519433417e-26
Meropenem_0.11_T2 - None_0_T2	nadE	GO593_10480	IX87_01870	-0.420871051253294	0.0302436024695412
Meropenem_0.11_T2 - None_0_T2	nadM	GO593_01880	IX87_09395	0.492604834351424	9.93262037936486e-12
Meropenem_0.11_T2 - None_0_T2	ndk	GO593_09040	IX87_17090	0.0109090631999614	0.967000568684161
Meropenem_0.11_T2 - None_0_T2	ninH	GO593_13310	IX87_06920	0.123691111688455	0.129874185207786
Meropenem_0.11_T2 - None_0_T2	nphR2	GO593_03265	IX87_11135	-1.80223936464664	5.19454465688112e-08
Meropenem_0.11_T2 - None_0_T2	nrdA	GO593_09915	IX87_18015	-0.291855188913351	0.240038930768925
Meropenem_0.11_T2 - None_0_T2	nrdB	GO593_09905	IX87_18005	-2.08157390412938	2.54585779139326e-10
Meropenem_0.11_T2 - None_0_T2	nuoA	GO593_09945	IX87_18075	1.14977927210908	2.78768376786303e-09
Meropenem_0.11_T2 - None_0_T2	nuoB	GO593_09950	IX87_18080	0.464729148430681	0.0365158708406171
Meropenem_0.11_T2 - None_0_T2	nuoD	GO593_09955	IX87_18085	0.468678666840109	0.0436743449780069
Meropenem_0.11_T2 - None_0_T2	nuoE	GO593_09960	IX87_18090	0.803233430001264	1.68796725633531e-06
Meropenem_0.11_T2 - None_0_T2	nuoF	GO593_09965	IX87_18095	0.693249769635183	3.72276158773828e-05
Meropenem_0.11_T2 - None_0_T2	nuoG	GO593_09970	IX87_18100	0.790989040055437	0.0142281708765384
Meropenem_0.11_T2 - None_0_T2	nuoH	GO593_09975	IX87_18105	0.787536517354283	0.00375138327991472
Meropenem_0.11_T2 - None_0_T2	nuoI	GO593_09980	IX87_18110	0.682269192460083	0.0103959522473378
Meropenem_0.11_T2 - None_0_T2	nuoJ	GO593_09985	IX87_18115	0.356867319965908	0.0721468669099018
Meropenem_0.11_T2 - None_0_T2	nuoK	GO593_09990	IX87_18120	0.780462367729778	1.32463682125466e-06
Meropenem_0.11_T2 - None_0_T2	nuoL	GO593_09995	IX87_18125	0.936373874265366	1.54381108678423e-05
Meropenem_0.11_T2 - None_0_T2	nuoM	GO593_10000	IX87_18130	1.08892071485498	4.10796857135658e-10
Meropenem_0.11_T2 - None_0_T2	nuoN	GO593_10005	IX87_18135	0.502492045734797	0.0924258500420918
Meropenem_0.11_T2 - None_0_T2	nusA	GO593_08190	IX87_16245	-2.38326651826151	1.88579707528449e-06
Meropenem_0.11_T2 - None_0_T2	nusG	GO593_07930	IX87_15960	-1.27342371697698	7.62830647279933e-05
Meropenem_0.11_T2 - None_0_T2	orn	GO593_09110	IX87_17160	-2.75860792170045	3.4832682618266e-16
Meropenem_0.11_T2 - None_0_T2	panC	GO593_09360	IX87_17425	-0.814628517338955	8.43225647396107e-09
Meropenem_0.11_T2 - None_0_T2	parB	GO593_15460	IX87_02360	-0.191483426622009	0.769504830506234
Meropenem_0.11_T2 - None_0_T2	parC	GO593_07570	IX87_15570	-1.33093195468415	1.50227247204741e-11
Meropenem_0.11_T2 - None_0_T2	parE	GO593_05625	IX87_13845	-1.37240802354737	1.35207496976454e-07
Meropenem_0.11_T2 - None_0_T2	pdxA	GO593_03765	IX87_11690	-0.684333610469598	0.00172181646853618
Meropenem_0.11_T2 - None_0_T2	pdxH	GO593_05420	IX87_13610	-0.110639754352166	0.826602262691858
Meropenem_0.11_T2 - None_0_T2	pdxJ	GO593_01735	IX87_09250	-0.279121506756859	1
Meropenem_0.11_T2 - None_0_T2	pgk	GO593_15415	IX87_02405	0.0854733848414741	0.017256520448955
Meropenem_0.11_T2 - None_0_T2	pgsA	GO593_08075	IX87_16120	1.08150598048517	1.71602397486587e-18
Meropenem_0.11_T2 - None_0_T2	phaAB	GO593_08230	IX87_16285	-1.26888674774235	1.97570751250982e-09
Meropenem_0.11_T2 - None_0_T2	phaD	GO593_08220	IX87_16275	-2.44067452569834	6.02301202648473e-25
Meropenem_0.11_T2 - None_0_T2	phaE	GO593_08215	IX87_16270	-2.13268560876831	2.19438361412969e-23
Meropenem_0.11_T2 - None_0_T2	pheS	GO593_09435	IX87_17505	-2.34709291017305	1.24584799958801e-11
Meropenem_0.11_T2 - None_0_T2	pheT	GO593_09440	IX87_17510	-1.81104851568213	2.75077376799796e-09
Meropenem_0.11_T2 - None_0_T2	plsB	GO593_04255	IX87_12190	-1.82594157284702	8.54665925507769e-09
Meropenem_0.11_T2 - None_0_T2	pnp	GO593_08310	IX87_16365	0.40161340491881	0.138385621639081
Meropenem_0.11_T2 - None_0_T2	polA	GO593_09495	IX87_17560	-0.104869178961379	0.326140329144675
Meropenem_0.11_T2 - None_0_T2	ppa	GO593_07590	IX87_15590	-0.996015787664915	0.00738186287205338
Meropenem_0.11_T2 - None_0_T2	ppnK	GO593_00295	IX87_07515	-1.47695479881489	1.04064403296875e-08
Meropenem_0.11_T2 - None_0_T2	prfA	GO593_18520	IX87_06750	-2.9242331665784	1.4703475166651e-12
Meropenem_0.11_T2 - None_0_T2	prfB	GO593_05405	IX87_13595	0.356683336013432	0.337124707175242
Meropenem_0.11_T2 - None_0_T2	priA	GO593_08345	IX87_16400	-0.247657754324506	0.0203973426653368
Meropenem_0.11_T2 - None_0_T2	proS	GO593_03110	IX87_10975	-0.370423194873454	0.325419524220871
Meropenem_0.11_T2 - None_0_T2	prs	GO593_10335	IX87_18475	-1.08683495909102	0.00591038884891664
Meropenem_0.11_T2 - None_0_T2	psd	GO593_05715	IX87_13955	-2.39428862242807	3.40855947472653e-10
Meropenem_0.11_T2 - None_0_T2	pssA	GO593_03875	IX87_11800	-2.46704643864379	5.99969756702564e-22
Meropenem_0.11_T2 - None_0_T2	pth	GO593_10325	IX87_18465	1.30869156246872	1.7361982728995e-09
Meropenem_0.11_T2 - None_0_T2	ptrR	GO593_13345	IX87_07845	-0.247681209987983	0.526633121540429
Meropenem_0.11_T2 - None_0_T2	purA	GO593_12910	IX87_04750	0.577813049165763	3.39821273142338e-10
Meropenem_0.11_T2 - None_0_T2	purB	GO593_01340	IX87_08865	-0.0533651943434699	0.469532639320599
Meropenem_0.11_T2 - None_0_T2	purU	GO593_08765	IX87_16855	0.857282723543775	9.6345387039057e-10
Meropenem_0.11_T2 - None_0_T2	pyrC	GO593_12050	IX87_05625	-1.32256255683408	6.4535474149778e-17
Meropenem_0.11_T2 - None_0_T2	pyrG	GO593_17315	IX87_20950	-1.34760376453315	0.00509164885661967
Meropenem_0.11_T2 - None_0_T2	pyrH	GO593_17745	IX87_21670	-0.319795651353564	0.0810448398030072
Meropenem_0.11_T2 - None_0_T2	rep	GO593_10605	IX87_01730	-1.8624612011504	3.26626096685021e-12
Meropenem_0.11_T2 - None_0_T2	rho	GO593_09460	IX87_17525	1.02424951664527	1.17544084858585e-08
Meropenem_0.11_T2 - None_0_T2	ribA	GO593_04340	IX87_12275	-0.0765218932225322	0.868665938079893
Meropenem_0.11_T2 - None_0_T2	ribD	GO593_07645	IX87_15655	-0.50356921351622	0.0291114213247232
Meropenem_0.11_T2 - None_0_T2	ribE	GO593_07655	IX87_15665	-0.732304838411728	6.4368100411809e-05
Meropenem_0.11_T2 - None_0_T2	ribF	GO593_06440	IX87_14690	-1.03438529837765	6.57699276070188e-06
Meropenem_0.11_T2 - None_0_T2	ribH	GO593_05770	IX87_14000	-0.991054277521375	8.88361449647307e-05
Meropenem_0.11_T2 - None_0_T2	rnpA	GO593_06230	IX87_14455	-0.407048233960247	0.0461792967223634
Meropenem_0.11_T2 - None_0_T2	rpe	GO593_09690	IX87_17755	-0.350700372717539	2.81979394741872e-06
Meropenem_0.11_T2 - None_0_T2	rpiA	GO593_17400	IX87_21035	0.176862133992111	2.06533041889144e-05
Meropenem_0.11_T2 - None_0_T2	rplA	GO593_07940	IX87_15970	-0.233773570022702	0.774460023217092
