condition	unique_name	AB19606	AB030	gene_mLFC	FDR
Meropenem_0.11_T1 - None_0_T1	mnhC1	GO593_08225	IX87_16280	-0.53628707723144	0.0468538236330935
Meropenem_0.11_T1 - None_0_T1	mnmA	GO593_01330	IX87_08855	0.081110087229253	1
Meropenem_0.11_T1 - None_0_T1	moaE	GO593_17870	IX87_21800	0.00479249225971679	1
Meropenem_0.11_T1 - None_0_T1	mraY	GO593_04790	IX87_12830	-0.303179162473425	0.999999988318995
Meropenem_0.11_T1 - None_0_T1	mrpF	GO593_08210	IX87_16265	-0.49777801262232	0.99967774033293
Meropenem_0.11_T1 - None_0_T1	msbA	GO593_15475	IX87_02345	0.20549101875366	0.999999999988166
Meropenem_0.11_T1 - None_0_T1	mtcA2	GO593_11270	IX87_00610	0.0369555744996269	1
Meropenem_0.11_T1 - None_0_T1	murA	GO593_09595	IX87_17660	-3.11593312268037	3.08001663376845e-11
Meropenem_0.11_T1 - None_0_T1	murB	GO593_17990	IX87_06200	-0.172841757418108	1
Meropenem_0.11_T1 - None_0_T1	murC	GO593_05505	IX87_13705	-1.95409825200668	0.615121953373611
Meropenem_0.11_T1 - None_0_T1	murD	GO593_07755	IX87_15780	-0.196947925292596	1
Meropenem_0.11_T1 - None_0_T1	murE	GO593_04800	IX87_12840	-1.24180925018271	0.805845939951226
Meropenem_0.11_T1 - None_0_T1	murF	GO593_04795	IX87_12835	-1.58764318583317	0.0718312894852149
Meropenem_0.11_T1 - None_0_T1	murG	GO593_05510	IX87_13710	-3.4048192407604	6.05174826310259e-10
Meropenem_0.11_T1 - None_0_T1	murJ	GO593_06815	IX87_14820	-0.418215815725475	0.999999998988004
Meropenem_0.11_T1 - None_0_T1	nadE	GO593_10480	IX87_01870	0.0885369402812669	1
Meropenem_0.11_T1 - None_0_T1	nadM	GO593_01880	IX87_09395	0.202998571774209	0.999771563241866
Meropenem_0.11_T1 - None_0_T1	ndk	GO593_09040	IX87_17090	-0.000300117467953103	1
Meropenem_0.11_T1 - None_0_T1	ninH	GO593_13310	IX87_06920	0.0330087004426783	1
Meropenem_0.11_T1 - None_0_T1	nphR2	GO593_03265	IX87_11135	-0.508718635886523	0.999999650831386
Meropenem_0.11_T1 - None_0_T1	nrdA	GO593_09915	IX87_18015	-0.195499870749074	0.999999998569651
Meropenem_0.11_T1 - None_0_T1	nrdB	GO593_09905	IX87_18005	-0.202998259671335	0.999999515489993
Meropenem_0.11_T1 - None_0_T1	nuoA	GO593_09945	IX87_18075	0.244440328971941	0.99992377840397
Meropenem_0.11_T1 - None_0_T1	nuoB	GO593_09950	IX87_18080	0.289667088002667	0.999999999964561
Meropenem_0.11_T1 - None_0_T1	nuoD	GO593_09955	IX87_18085	0.153594983973696	1
Meropenem_0.11_T1 - None_0_T1	nuoE	GO593_09960	IX87_18090	0.403227411261797	0.999979675752801
Meropenem_0.11_T1 - None_0_T1	nuoF	GO593_09965	IX87_18095	0.269270162509349	0.9999999995473
Meropenem_0.11_T1 - None_0_T1	nuoG	GO593_09970	IX87_18100	0.333948729339553	1
Meropenem_0.11_T1 - None_0_T1	nuoH	GO593_09975	IX87_18105	0.267367079411018	1
Meropenem_0.11_T1 - None_0_T1	nuoI	GO593_09980	IX87_18110	0.182553156772262	1
Meropenem_0.11_T1 - None_0_T1	nuoJ	GO593_09985	IX87_18115	0.143390789142003	1
Meropenem_0.11_T1 - None_0_T1	nuoK	GO593_09990	IX87_18120	0.30995467133671	0.999999786698606
Meropenem_0.11_T1 - None_0_T1	nuoL	GO593_09995	IX87_18125	0.330244116685081	0.999999997226239
Meropenem_0.11_T1 - None_0_T1	nuoM	GO593_10000	IX87_18130	0.3762512866861	0.99983731524282
Meropenem_0.11_T1 - None_0_T1	nuoN	GO593_10005	IX87_18135	0.219239324225195	1
Meropenem_0.11_T1 - None_0_T1	nusA	GO593_08190	IX87_16245	-0.496555464679043	0.99999999999912
Meropenem_0.11_T1 - None_0_T1	nusG	GO593_07930	IX87_15960	-0.404506404528755	0.999999968985199
Meropenem_0.11_T1 - None_0_T1	orn	GO593_09110	IX87_17160	-0.364633877396459	0.99994151345517
Meropenem_0.11_T1 - None_0_T1	panC	GO593_09360	IX87_17425	-0.17385440567302	0.999999999952921
Meropenem_0.11_T1 - None_0_T1	parB	GO593_15460	IX87_02360	-0.00343393932122696	1
Meropenem_0.11_T1 - None_0_T1	parC	GO593_07570	IX87_15570	-0.0374867332633582	1
Meropenem_0.11_T1 - None_0_T1	parE	GO593_05625	IX87_13845	-0.117720328355137	0.999999840795808
Meropenem_0.11_T1 - None_0_T1	pdxA	GO593_03765	IX87_11690	-0.120127396037447	1
Meropenem_0.11_T1 - None_0_T1	pdxH	GO593_05420	IX87_13610	-0.0580378417673916	1
Meropenem_0.11_T1 - None_0_T1	pdxJ	GO593_01735	IX87_09250	-0.0568054459121922	1
Meropenem_0.11_T1 - None_0_T1	pgk	GO593_15415	IX87_02405	-0.0576431079406164	1
Meropenem_0.11_T1 - None_0_T1	pgsA	GO593_08075	IX87_16120	0.122802636797732	1
Meropenem_0.11_T1 - None_0_T1	phaAB	GO593_08230	IX87_16285	-0.647536796512102	0.999999903398063
Meropenem_0.11_T1 - None_0_T1	phaD	GO593_08220	IX87_16275	-0.695252118584689	0.0466215797176166
Meropenem_0.11_T1 - None_0_T1	phaE	GO593_08215	IX87_16270	-0.602829528777979	0.131434423655151
Meropenem_0.11_T1 - None_0_T1	pheS	GO593_09435	IX87_17505	0.184720219049156	1
Meropenem_0.11_T1 - None_0_T1	pheT	GO593_09440	IX87_17510	0.0504970742326606	1
Meropenem_0.11_T1 - None_0_T1	plsB	GO593_04255	IX87_12190	-0.371952039593844	1
Meropenem_0.11_T1 - None_0_T1	pnp	GO593_08310	IX87_16365	0.121124340221699	1
Meropenem_0.11_T1 - None_0_T1	polA	GO593_09495	IX87_17560	-0.060225077421587	0.999999999923935
Meropenem_0.11_T1 - None_0_T1	ppa	GO593_07590	IX87_15590	-0.0748179519817829	1
Meropenem_0.11_T1 - None_0_T1	ppnK	GO593_00295	IX87_07515	-0.288761265617563	0.999932183096352
Meropenem_0.11_T1 - None_0_T1	prfA	GO593_18520	IX87_06750	-0.34042457330693	0.999999999958617
Meropenem_0.11_T1 - None_0_T1	prfB	GO593_05405	IX87_13595	0.20940631695618	1
Meropenem_0.11_T1 - None_0_T1	priA	GO593_08345	IX87_16400	-0.069918260103655	1
Meropenem_0.11_T1 - None_0_T1	proS	GO593_03110	IX87_10975	0.560948546102073	0.999999999999905
Meropenem_0.11_T1 - None_0_T1	prs	GO593_10335	IX87_18475	0.384777971242887	0.999999998762827
Meropenem_0.11_T1 - None_0_T1	psd	GO593_05715	IX87_13955	-0.297300715286662	0.999662796272572
Meropenem_0.11_T1 - None_0_T1	pssA	GO593_03875	IX87_11800	-0.534993238071932	0.997088005246841
Meropenem_0.11_T1 - None_0_T1	pth	GO593_10325	IX87_18465	0.159924550392857	0.999999999993773
Meropenem_0.11_T1 - None_0_T1	ptrR	GO593_13345	IX87_07845	0.0565821826046897	1
Meropenem_0.11_T1 - None_0_T1	purA	GO593_12910	IX87_04750	0.557021053693038	0.248008786214474
Meropenem_0.11_T1 - None_0_T1	purB	GO593_01340	IX87_08865	0.0507656493982348	1
Meropenem_0.11_T1 - None_0_T1	purU	GO593_08765	IX87_16855	0.190445435178986	0.999999998565153
Meropenem_0.11_T1 - None_0_T1	pyrC	GO593_12050	IX87_05625	-0.0692216111553621	1
Meropenem_0.11_T1 - None_0_T1	pyrG	GO593_17315	IX87_20950	0.0400295087236423	1
Meropenem_0.11_T1 - None_0_T1	pyrH	GO593_17745	IX87_21670	0.125726475109242	1
Meropenem_0.11_T1 - None_0_T1	rep	GO593_10605	IX87_01730	-0.293380084974638	0.999999999994779
Meropenem_0.11_T1 - None_0_T1	rho	GO593_09460	IX87_17525	0.0247466941294522	1
Meropenem_0.11_T1 - None_0_T1	ribA	GO593_04340	IX87_12275	-0.0340827730313885	1
Meropenem_0.11_T1 - None_0_T1	ribD	GO593_07645	IX87_15655	-0.102476913005917	1
Meropenem_0.11_T1 - None_0_T1	ribE	GO593_07655	IX87_15665	-0.10163355408122	1
Meropenem_0.11_T1 - None_0_T1	ribF	GO593_06440	IX87_14690	-0.0203584782410115	1
Meropenem_0.11_T1 - None_0_T1	ribH	GO593_05770	IX87_14000	-0.12196155046146	0.999999999992958
Meropenem_0.11_T1 - None_0_T1	rnpA	GO593_06230	IX87_14455	0.0852436385679922	1
Meropenem_0.11_T1 - None_0_T1	rpe	GO593_09690	IX87_17755	-0.0800912900052673	1
Meropenem_0.11_T1 - None_0_T1	rpiA	GO593_17400	IX87_21035	-0.00659498007260579	1
Meropenem_0.11_T1 - None_0_T1	rplA	GO593_07940	IX87_15970	-0.0927027133075522	1
Meropenem_0.11_T1 - None_0_T1	rplB	GO593_04185	IX87_12120	-0.0803628931242736	1
Meropenem_0.11_T1 - None_0_T1	rplC	GO593_04200	IX87_12135	0.117227784541735	1
Meropenem_0.11_T1 - None_0_T1	rplD	GO593_04195	IX87_12130	0.0886671836717521	1
Meropenem_0.11_T1 - None_0_T1	rplE	GO593_04140	IX87_12075	0.593500637716509	0.999999824735459
Meropenem_0.11_T1 - None_0_T1	rplF	GO593_04125	IX87_12060	0.617873935879428	0.999999999993855
Meropenem_0.11_T1 - None_0_T1	rplJ	GO593_07945	IX87_15975	0.271119069520511	0.999999999230578
Meropenem_0.11_T1 - None_0_T1	rplK	GO593_07935	IX87_15965	0.00662330871464284	1
Meropenem_0.11_T1 - None_0_T1	rplM	GO593_03770	IX87_11695	0.100318075876593	1
Meropenem_0.11_T1 - None_0_T1	rplN	GO593_04150	IX87_12085	0.355420387945431	1
Meropenem_0.11_T1 - None_0_T1	rplO	GO593_04105	IX87_12040	0.69364892275966	0.994528439062991
Meropenem_0.11_T1 - None_0_T1	rplP	GO593_04165	IX87_12100	0.174385090131124	1
Meropenem_0.11_T1 - None_0_T1	rplQ	GO593_04070	IX87_12005	-0.0455591685513676	1
Meropenem_0.11_T1 - None_0_T1	rplR	GO593_04120	IX87_12055	0.436645313839701	0.999999999983903
Meropenem_0.11_T1 - None_0_T1	rplS	GO593_04595	IX87_12580	-0.116630555864143	1
Meropenem_0.11_T1 - None_0_T1	rplT	GO593_09415	IX87_17480	-0.0361958794926264	1
Meropenem_0.11_T1 - None_0_T1	rplU	GO593_02650	IX87_10225	0.0936154524843076	1
Meropenem_0.11_T1 - None_0_T1	rplV	GO593_04175	IX87_12110	0.0380999483230662	1
Meropenem_0.11_T1 - None_0_T1	rplW	GO593_04190	IX87_12125	-0.0809397353422755	1
Meropenem_0.11_T1 - None_0_T1	rplX	GO593_04145	IX87_12080	0.489767700636519	0.999999963168814
Meropenem_0.11_T1 - None_0_T1	rplY	GO593_10330	IX87_18470	0.377476514887144	0.999999999405583
Meropenem_0.11_T1 - None_0_T1	rpmA	GO593_02645	IX87_10220	0.289864982053552	1
Meropenem_0.11_T1 - None_0_T1	rpmB	GO593_08750	IX87_16810	-0.0771057831271111	0.999999997083109
Meropenem_0.11_T1 - None_0_T1	rpmC	GO593_04160	IX87_12095	0.12908482803232	0.999999999998927
Meropenem_0.11_T1 - None_0_T1	rpmD	GO593_04110	IX87_12045	0.496531608551535	1
Meropenem_0.11_T1 - None_0_T1	rpmF	GO593_10270	IX87_18410	0.606567544274111	0.67064167448826
Meropenem_0.11_T1 - None_0_T1	rpmI	GO593_09410	IX87_17475	0.0179084906016564	1
Meropenem_0.11_T1 - None_0_T1	rpmJ	GO593_04095	IX87_12030	0.30133244609368	0.999124491447397
Meropenem_0.11_T1 - None_0_T1	rpoA	GO593_04075	IX87_12010	-0.552378416507281	0.99999999418612
Meropenem_0.11_T1 - None_0_T1	rpoB	GO593_07955	IX87_15985	-0.38293008386474	0.999999999947225
Meropenem_0.11_T1 - None_0_T1	rpoC	GO593_07960	IX87_15990	-0.29305198828048	1
Meropenem_0.11_T1 - None_0_T1	rpoD	GO593_02580	IX87_10155	-0.182288618768405	1
Meropenem_0.11_T1 - None_0_T1	rpoH	GO593_00210	IX87_07430	-0.042255232702945	1
Meropenem_0.11_T1 - None_0_T1	rpsA	GO593_15560	IX87_02260	-0.167463219654107	1
Meropenem_0.11_T1 - None_0_T1	rpsB	GO593_00870	IX87_07990	-0.060956156152924	1
Meropenem_0.11_T1 - None_0_T1	rpsC	GO593_04170	IX87_12105	0.122483925784159	1
Meropenem_0.11_T1 - None_0_T1	rpsD	GO593_04080	IX87_12015	-0.329307250291345	0.999999999971956
Meropenem_0.11_T1 - None_0_T1	rpsE	GO593_04115	IX87_12050	0.570966115905657	0.999999737917565
Meropenem_0.11_T1 - None_0_T1	rpsF	GO593_18615	IX87_06845	-0.00878113051269626	1
Meropenem_0.11_T1 - None_0_T1	rpsG	GO593_10515	IX87_01835	0.174256279975848	1
Meropenem_0.11_T1 - None_0_T1	rpsH	GO593_04130	IX87_12065	0.640901872503053	0.999939742256555
Meropenem_0.11_T1 - None_0_T1	rpsI	GO593_03775	IX87_11700	0.317471933459132	0.999999999920081
Meropenem_0.11_T1 - None_0_T1	rpsJ	GO593_04205	IX87_12140	-0.0191123645197137	1
Meropenem_0.11_T1 - None_0_T1	rpsK	GO593_04085	IX87_12020	-0.469919116113168	1
Meropenem_0.11_T1 - None_0_T1	rpsL	GO593_10510	IX87_01840	0.181407257831223	1
Meropenem_0.11_T1 - None_0_T1	rpsM	GO593_04090	IX87_12025	-0.225361239774288	1
Meropenem_0.11_T1 - None_0_T1	rpsN	GO593_04135	IX87_12070	0.459888098083757	1
Meropenem_0.11_T1 - None_0_T1	rpsO	GO593_08305	IX87_16360	0.0783712327955887	1
Meropenem_0.11_T1 - None_0_T1	rpsP	GO593_04610	IX87_12595	0.18448794263015	1
Meropenem_0.11_T1 - None_0_T1	rpsQ	GO593_04155	IX87_12090	0.176703902695101	1
Meropenem_0.11_T1 - None_0_T1	rpsR	GO593_18620	IX87_06850	-0.00722238990520904	1
Meropenem_0.11_T1 - None_0_T1	rpsS	GO593_04180	IX87_12115	0.0889183709163171	1
Meropenem_0.11_T1 - None_0_T1	rpsU	GO593_00120	IX87_07340	0.135033187229381	1
Meropenem_0.11_T1 - None_0_T1	sdhA	GO593_02535	IX87_10110	-0.058639474167525	1
Meropenem_0.11_T1 - None_0_T1	sdhB	GO593_02530	IX87_10105	-0.0578502761461913	1
Meropenem_0.11_T1 - None_0_T1	sdhC	GO593_02545	IX87_10120	-0.18495497932338	1
Meropenem_0.11_T1 - None_0_T1	sdhD	GO593_02540	IX87_10115	-0.133749476755402	1
Meropenem_0.11_T1 - None_0_T1	secA	GO593_03315	IX87_11200	0.231755457952277	0.999999922993282
Meropenem_0.11_T1 - None_0_T1	secD	GO593_03585	IX87_11510	0.200927923428668	0.999999999994999
Meropenem_0.11_T1 - None_0_T1	secE	GO593_07925	IX87_15955	-0.239294685891297	0.999999999996173
Meropenem_0.11_T1 - None_0_T1	secF	GO593_03590	IX87_11515	0.12884839665671	1
Meropenem_0.11_T1 - None_0_T1	secY	GO593_04100	IX87_12035	0.520226629394305	0.999996409686263
Meropenem_0.11_T1 - None_0_T1	serC	GO593_02060	IX87_09590	0.0816476637379848	1
Meropenem_0.11_T1 - None_0_T1	serS	GO593_02630	IX87_10205	0.262079810884732	0.999999999963385
Meropenem_0.11_T1 - None_0_T1	smc2	GO593_11915	IX87_05760	-0.43012893628345	0.999999999987906
Meropenem_0.11_T1 - None_0_T1	ssb	GO593_05260	IX87_13440	0.0394840745487473	0.999999999972868
Meropenem_0.11_T1 - None_0_T1	sucB	GO593_02510	IX87_10095	0.231490920888866	0.99999999938474
Meropenem_0.11_T1 - None_0_T1	tamA	GO593_18420	IX87_06640	-0.125988674329815	1
Meropenem_0.11_T1 - None_0_T1	tamB	GO593_18415	IX87_06635	-0.185920507553867	1
Meropenem_0.11_T1 - None_0_T1	thiD	GO593_10295	IX87_18435	-0.156926333218473	0.999999999798483
Meropenem_0.11_T1 - None_0_T1	thiE	GO593_01465	IX87_08990	-0.00539410129751319	1
Meropenem_0.11_T1 - None_0_T1	thiL	GO593_05780	IX87_14010	0.0194257884711854	1
Meropenem_0.11_T1 - None_0_T1	thrS	GO593_09385	IX87_17450	1.08011806179313	0.0339063255959839
Meropenem_0.11_T1 - None_0_T1	thyA	GO593_08800	IX87_16890	-0.408337111954524	0.999821865172549
Meropenem_0.11_T1 - None_0_T1	tilS	GO593_09480	IX87_17545	-0.0548003971427894	1
Meropenem_0.11_T1 - None_0_T1	tkt	GO593_15295	IX87_02535	0.248528242218919	1
Meropenem_0.11_T1 - None_0_T1	tmk	GO593_01795	IX87_09310	0.135846379600792	1
Meropenem_0.11_T1 - None_0_T1	tonB	GO593_08770	IX87_16860	0.103371805138857	0.999999853161106
Meropenem_0.11_T1 - None_0_T1	topA	GO593_08700	IX87_16760	-0.0892813064516674	1
Meropenem_0.11_T1 - None_0_T1	tpiA	GO593_08165	IX87_16210	-0.281132334205356	0.999999999999152
Meropenem_0.11_T1 - None_0_T1	trmD	GO593_04600	IX87_12585	-0.0295076330937157	1
Meropenem_0.11_T1 - None_0_T1	trpS	GO593_02490	IX87_10075	0.232915622364904	1
Meropenem_0.11_T1 - None_0_T1	tsaB	GO593_09665	IX87_17730	0.0521579362426519	1
Meropenem_0.11_T1 - None_0_T1	tsaC	GO593_07410	IX87_15400	0.00112537330869779	1
Meropenem_0.11_T1 - None_0_T1	tsaD	GO593_00115	IX87_07335	-0.0532764402403064	1
Meropenem_0.11_T1 - None_0_T1	tsaE	GO593_18340	IX87_06560	0.00367344429448004	1
Meropenem_0.11_T1 - None_0_T1	tsf	GO593_00865	IX87_07985	0.169353860012746	1
Meropenem_0.11_T1 - None_0_T1	tusA	GO593_08380	IX87_16435	0.0683159409770722	1
Meropenem_0.11_T1 - None_0_T1	tusD	GO593_17825	IX87_21755	0.0933608976379161	1
Meropenem_0.11_T1 - None_0_T1	tyrS	GO593_06155	IX87_14380	0.0430807125252443	1
Meropenem_0.11_T1 - None_0_T1	ubiA	GO593_00995	IX87_08120	-0.0628849710651528	1
Meropenem_0.11_T1 - None_0_T1	ubiE	GO593_08265	IX87_16320	0.0318374602076304	1
Meropenem_0.11_T1 - None_0_T1	ubiG	GO593_06510	IX87_14760	-0.0272656662458694	1
Meropenem_0.11_T1 - None_0_T1	ubiH	GO593_11930	IX87_05745	0.132433742374876	0.999999996912782
Meropenem_0.11_T1 - None_0_T1	ubiI	GO593_11935	IX87_05740	0.104063212227584	1
Meropenem_0.11_T1 - None_0_T1	uppS	GO593_17735	IX87_21660	-0.0304465674975966	1
Meropenem_0.11_T1 - None_0_T1	valS	GO593_02715	IX87_10295	1.20232301680906	0.000306035107013528
Meropenem_0.11_T1 - None_0_T1	wzx	GO593_06865	IX87_14860	-0.27524486614689	1
Meropenem_0.11_T1 - None_0_T1	ybeD	GO593_02585	IX87_10160	0.142342573407715	1
Meropenem_0.11_T1 - None_0_T1	ybeY	GO593_03925	IX87_11850	-0.0286264182644943	1
Meropenem_0.11_T1 - None_0_T1	ybgC	GO593_01925	IX87_09445	-0.17182915344091	1
Meropenem_0.11_T1 - None_0_T1	yceD	GO593_10265	IX87_18405	0.293369359788252	0.999999999981415
Meropenem_0.11_T1 - None_0_T1	ygfZ	GO593_03135	IX87_11000	-0.10081763885248	1
Meropenem_0.11_T1 - None_0_T1	yidC	GO593_06240	IX87_14465	0.266414893929573	1
Meropenem_0.11_T1 - None_0_T1	yihA	GO593_04235	IX87_12170	-0.073596709893581	1
Meropenem_0.11_T1 - None_0_T1	zipA	GO593_10185	IX87_18325	-0.0768620533364353	1
Meropenem_0.11_T2 - None_0_T2	GO593_00140	GO593_00140	IX87_07360	-0.805121938063586	0.00568853422343338
Meropenem_0.11_T2 - None_0_T2	GO593_00515	GO593_00515	unknown	-1.56494428573172	0.0656237473950153
Meropenem_0.11_T2 - None_0_T2	GO593_01975	GO593_01975	IX87_09495	0.838441351013056	8.52807703065436e-17
Meropenem_0.11_T2 - None_0_T2	GO593_02180	GO593_02180	IX87_09700	0.00455045645594648	0.94724463885723
Meropenem_0.11_T2 - None_0_T2	GO593_05760	GO593_05760	IX87_13990	-4.90934104875294	2.12576899704019e-25
Meropenem_0.11_T2 - None_0_T2	GO593_06495	GO593_06495	IX87_14745	-0.68176309036404	5.40533905342879e-06
Meropenem_0.11_T2 - None_0_T2	GO593_07290	GO593_07290	IX87_15280	-0.612497169853301	1.1427593144693e-10
Meropenem_0.11_T2 - None_0_T2	GO593_07665	GO593_07665	IX87_15675	-1.2176937298535	3.22010733099584e-12
Meropenem_0.11_T2 - None_0_T2	GO593_10640	GO593_10640	IX87_01695	-2.13467526208434	2.93855472324703e-14
Meropenem_0.11_T2 - None_0_T2	GO593_11535	GO593_11535	unknown	-0.0532866945204459	0.320995230952301
Meropenem_0.11_T2 - None_0_T2	GO593_11615	GO593_11615	IX87_00220	-0.73956088714707	0.0210302352510357
Meropenem_0.11_T2 - None_0_T2	GO593_12335	GO593_12335	IX87_05435	0.036468008066348	0.725414125607273
Meropenem_0.11_T2 - None_0_T2	GO593_13170	GO593_13170	IX87_04465	-0.15329037633145	0.826744648780048
Meropenem_0.11_T2 - None_0_T2	GO593_13175	GO593_13175	IX87_04460	-0.0771362913939919	0.750991772482517
Meropenem_0.11_T2 - None_0_T2	GO593_13215	GO593_13215	IX87_04190	0.112940117741145	0.135297457710583
Meropenem_0.11_T2 - None_0_T2	GO593_13220	GO593_13220	IX87_04420	0.000110192393400366	0.935825418831381
Meropenem_0.11_T2 - None_0_T2	GO593_15125	GO593_15125	unknown	-0.499737733723354	0.0144700139643516
Meropenem_0.11_T2 - None_0_T2	GO593_15205	GO593_15205	IX87_02640	0.0693370577596069	0.197728735425956
Meropenem_0.11_T2 - None_0_T2	GO593_18140	GO593_18140	IX87_06370	-0.125608202894469	0.953369182368439
Meropenem_0.11_T2 - None_0_T2	GO593_18720	GO593_18720	IX87_06955	-0.764529912821909	3.55106876351854e-07
Meropenem_0.11_T2 - None_0_T2	GO593_18760	GO593_18760	unknown	-0.0320647752483746	0.00133840108520755
Meropenem_0.11_T2 - None_0_T2	GO593_18770	GO593_18770	unknown	0.148677829228746	0.506065461817205
Meropenem_0.11_T2 - None_0_T2	accA	GO593_09475	IX87_17540	-2.43675856968356	1.25079468923241e-14
Meropenem_0.11_T2 - None_0_T2	accB	GO593_17940	IX87_21900	-0.263980352261808	0.164934214513547
Meropenem_0.11_T2 - None_0_T2	accC	GO593_17945	IX87_21905	-3.01595137034113	2.52659697307502e-14
Meropenem_0.11_T2 - None_0_T2	accD	GO593_03345	IX87_11230	-1.36389570882449	2.07940628853962e-16
Meropenem_0.11_T2 - None_0_T2	acnB	GO593_18405	IX87_06625	-3.15482551783628	3.57241320906414e-25
Meropenem_0.11_T2 - None_0_T2	acpP	GO593_10285	IX87_18425	-2.89294779067163	0.00220971329953118
Meropenem_0.11_T2 - None_0_T2	acpT	GO593_09085	IX87_17135	0.238913998046072	0.00626228459584989
Meropenem_0.11_T2 - None_0_T2	adk	GO593_11470	IX87_00385	0.38239632123028	5.47238722041231e-05
Meropenem_0.11_T2 - None_0_T2	alaS	GO593_12895	IX87_04765	1.42064690428348	1.452896647575e-13
Meropenem_0.11_T2 - None_0_T2	argS	GO593_07295	IX87_15285	1.13596042126582	2.15977533252823e-12
Meropenem_0.11_T2 - None_0_T2	aroA	GO593_00260	IX87_07480	-1.05555591504295	0.00664353164862743
Meropenem_0.11_T2 - None_0_T2	aroB	GO593_04740	IX87_12780	-0.119793010665523	0.00943812894048303
Meropenem_0.11_T2 - None_0_T2	aroC	GO593_16070	IX87_19365	-2.51457007247696	0.00150282891087288
Meropenem_0.11_T2 - None_0_T2	aroQ	GO593_17935	IX87_21895	-1.64597547504023	1.66925751050387e-05
Meropenem_0.11_T2 - None_0_T2	asd	GO593_08645	IX87_16705	0.229564251304775	3.7339385063527e-09
Meropenem_0.11_T2 - None_0_T2	asnC	GO593_13165	IX87_04470	-0.00171174907752735	0.911044277460248
Meropenem_0.11_T2 - None_0_T2	aspS	GO593_03480	IX87_11355	1.62230048629027	1.02451103591871e-15
Meropenem_0.11_T2 - None_0_T2	atpA	GO593_07360	IX87_15350	-0.703252044008695	0.000788267312015136
Meropenem_0.11_T2 - None_0_T2	atpB	GO593_07340	IX87_15330	0.0558189937238394	0.0185208356593301
Meropenem_0.11_T2 - None_0_T2	atpD	GO593_07370	IX87_15360	1.28647261195432	5.1244203084047e-09
Meropenem_0.11_T2 - None_0_T2	atpE	GO593_07345	IX87_15335	0.945814326864591	7.64953569494397e-15
Meropenem_0.11_T2 - None_0_T2	atpF	GO593_07350	IX87_15340	0.923561657605054	6.19892050108405e-06
Meropenem_0.11_T2 - None_0_T2	atpG	GO593_07365	IX87_15355	0.374851423762204	0.000411231616822074
Meropenem_0.11_T2 - None_0_T2	atpH	GO593_07355	IX87_15345	0.24641492946845	6.49750807665469e-05
Meropenem_0.11_T2 - None_0_T2	bamA	GO593_17715	IX87_21640	-0.272332910005771	0.00283808827932039
Meropenem_0.11_T2 - None_0_T2	birA	GO593_10165	IX87_18295	-1.16803149823396	9.85459943534516e-17
Meropenem_0.11_T2 - None_0_T2	cbdB1	GO593_13095	IX87_04580	-0.0172875227268742	0.896734500043651
Meropenem_0.11_T2 - None_0_T2	cca	GO593_00945	IX87_08070	-0.296012409124565	0.59419178938011
Meropenem_0.11_T2 - None_0_T2	cdsA	GO593_17730	IX87_21655	-2.96660951208156	2.94405957943926e-19
Meropenem_0.11_T2 - None_0_T2	cgtA	GO593_01635	IX87_09155	0.422433691191957	0.0145128934848169
Meropenem_0.11_T2 - None_0_T2	clpX	GO593_08945	IX87_16990	-0.212332841490081	0.634364993911356
Meropenem_0.11_T2 - None_0_T2	cmk	GO593_15555	IX87_02265	-1.750694847068	5.84931425331312e-08
Meropenem_0.11_T2 - None_0_T2	coaD	GO593_10410	IX87_01935	-0.747480334774409	9.79011737305433e-05
Meropenem_0.11_T2 - None_0_T2	coaE	GO593_08145	IX87_16190	-0.156875485996391	0.464549737435543
Meropenem_0.11_T2 - None_0_T2	coaX	GO593_10160	IX87_18290	-0.836222669076669	3.21494085197886e-12
Meropenem_0.11_T2 - None_0_T2	coq7	GO593_18430	IX87_06650	0.185720753391438	0.0363152509938089
Meropenem_0.11_T2 - None_0_T2	cptB	GO593_04055	IX87_11990	-0.476515897563744	0.0334808813023373
Meropenem_0.11_T2 - None_0_T2	cyoA	GO593_18590	IX87_06820	0.919353424402357	2.0008989432906e-06
Meropenem_0.11_T2 - None_0_T2	cyoB	GO593_18595	IX87_06825	1.00829191264637	3.29976405485975e-09
Meropenem_0.11_T2 - None_0_T2	cyoC	GO593_18600	IX87_06830	1.03335463857391	1.52245149144396e-09
Meropenem_0.11_T2 - None_0_T2	cyoD	GO593_18605	IX87_06835	0.343729238018909	0.00477899518572253
Meropenem_0.11_T2 - None_0_T2	cyoE	GO593_18610	IX87_06840	-0.245977550652404	0.0821196124853406
Meropenem_0.11_T2 - None_0_T2	cysS	GO593_13525	IX87_04375	1.19668436064479	1.34372650932109e-11
Meropenem_0.11_T2 - None_0_T2	dapA	GO593_05915	IX87_14145	-3.56411930169937	6.15571041248466e-08
Meropenem_0.11_T2 - None_0_T2	dapD	GO593_01845	IX87_09360	-0.141562942209048	0.000361092135534423
Meropenem_0.11_T2 - None_0_T2	dapE	GO593_03060	IX87_10925	-0.671700485007007	0.000191383425811694
Meropenem_0.11_T2 - None_0_T2	dapF	GO593_02140	IX87_09660	-0.796978895901397	6.84235438753708e-12
Meropenem_0.11_T2 - None_0_T2	ddlB	GO593_05500	IX87_13700	-3.83347340275431	7.80584396763642e-17
